member	max_range	min_range	context
3k_main_campaign_group_member_governor_independence_trigger_kong_zhou_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_kuaiji	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_kuaiji_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_langye	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_langye_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liaodong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liaodong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_lingling	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_lingling_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_bei	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_bei_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_biao	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_biao_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_dai	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_dai_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_yan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_yan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_yao	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_yao_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_yu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_liu_yu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_lu_bu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_lujiang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_lujiang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_luling	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_luling_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_luoyang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_luoyang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_ma_teng	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_ma_teng_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_nanhai	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_nanhai_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_nanyang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_nanyang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_penchang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_penchang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_pingyuan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_pingyuan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_poyang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_poyang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_rebels	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_runan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_runan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shangdang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shangdang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shangyong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shangyong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_sheng_xian	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_sheng_xian_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shi_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shi_xie	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shoufang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_shoufang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_sun_jian	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_sun_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_taishan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_taishan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_taiyuan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_taiyuan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_tao_qian	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_tao_qian_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_tong'an	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_tong'an_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wang_kuang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wang_kuang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wang_lang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wang_lang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_weijun	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_weijun_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wudu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wudu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wuling	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wuling_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wuwei	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_wuwei_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xiangyang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xiangyang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xiapi	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xiapi_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xihe	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xihe_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xindu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_xindu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yangzhou	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yangzhou_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yanmen	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yanmen_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_ye	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_ye_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yingchuan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yingchuan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yizhou	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yizhou_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_youbeiping	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_youbeiping_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_youzhou	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_youzhou_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yuan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yuan_shao	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yuan_shu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yuan_shu_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yulin	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yulin_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yuzhang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_yuzhang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zangke	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zangke_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhai_rong	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhai_rong_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_chao	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_chao_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_lu	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_yan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_yan_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_yang	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhang_yang_separatists	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhongshan	9999	25	value
3k_main_campaign_group_member_governor_independence_trigger_zhongshan_separatists	9999	25	value
3k_main_campaign_group_member_loyalty_effect_liu_bei_unity_1	25	0	value
3k_main_campaign_group_member_loyalty_effect_liu_bei_unity_2	50	26	value
3k_main_campaign_group_member_loyalty_effect_liu_bei_unity_3	75	51	value
3k_main_campaign_group_member_loyalty_effect_liu_bei_unity_4	100	76	value
3k_main_campaign_group_member_loyalty_effect_satisfaction_2	25	0	value
3k_main_campaign_group_member_loyalty_effect_satisfaction_3	75	26	value
3k_main_campaign_group_member_loyalty_effect_satisfaction_4	100	76	value
3k_main_campaign_group_member_military_supply_abundant	100	81	value
3k_main_campaign_group_member_military_supply_empty	10	-2147483647	value
3k_main_campaign_group_member_military_supply_low	30	11	value
3k_main_campaign_group_member_military_supply_normal	80	31	value
3k_main_campaign_group_member_political_action_banish_1	3	1	target_level
3k_main_campaign_group_member_political_action_banish_2	6	4	target_level
3k_main_campaign_group_member_political_action_banish_3	9	7	target_level
3k_main_campaign_group_member_political_action_banish_4	10	10	target_level
3k_main_campaign_group_member_political_action_banish_dong_zhuo_execute_tier_1	3	0	target_level
3k_main_campaign_group_member_political_action_banish_dong_zhuo_execute_tier_2	6	4	target_level
3k_main_campaign_group_member_political_action_banish_dong_zhuo_execute_tier_3	9	7	target_level
3k_main_campaign_group_member_political_action_banish_dong_zhuo_execute_tier_4	10	10	target_level
3k_main_campaign_group_member_pooled_resource_conceit_level_1	25	0	value
3k_main_campaign_group_member_pooled_resource_conceit_level_2	50	26	value
3k_main_campaign_group_member_pooled_resource_conceit_level_3	75	51	value
3k_main_campaign_group_member_pooled_resource_conceit_level_4	100	76	value
3k_main_campaign_group_member_pooled_resource_credibility_level_1	25	0	value
3k_main_campaign_group_member_pooled_resource_credibility_level_1.5	50	26	value
3k_main_campaign_group_member_pooled_resource_credibility_level_2	75	51	value
3k_main_campaign_group_member_pooled_resource_credibility_level_3	100	76	value
3k_main_campaign_group_member_pooled_resource_heroism_level_1	25	0	value
3k_main_campaign_group_member_pooled_resource_heroism_level_2	50	26	value
3k_main_campaign_group_member_pooled_resource_heroism_level_3	75	51	value
3k_main_campaign_group_member_pooled_resource_heroism_level_4	100	76	value
3k_main_campaign_group_member_pooled_resource_infamy_level_1	10	0	value
3k_main_campaign_group_member_pooled_resource_infamy_level_2	25	11	value
3k_main_campaign_group_member_pooled_resource_infamy_level_3	45	26	value
3k_main_campaign_group_member_pooled_resource_infamy_level_4	70	46	value
3k_main_campaign_group_member_pooled_resource_infamy_level_5	100	71	value
3k_main_campaign_group_member_pooled_resource_intimidation_level_1	30	0	value
3k_main_campaign_group_member_pooled_resource_intimidation_level_2	70	31	value
3k_main_campaign_group_member_pooled_resource_intimidation_level_3	100	71	value
3k_main_campaign_group_member_pooled_resource_lineage_level_0	29	0	value
3k_main_campaign_group_member_pooled_resource_lineage_level_1	59	30	value
3k_main_campaign_group_member_pooled_resource_lineage_level_2	99	60	value
3k_main_campaign_group_member_pooled_resource_lineage_level_3	149	100	value
3k_main_campaign_group_member_pooled_resource_lineage_level_4	299	150	value
3k_main_campaign_group_member_pooled_resource_lineage_level_5	1000	300	value
3k_main_campaign_group_member_pooled_resource_satisfaction_1	-2	-9999	value
3k_main_campaign_group_member_pooled_resource_satisfaction_2	1	-1	value
3k_main_campaign_group_member_pooled_resource_satisfaction_3	9999	2	value
3k_main_campaign_group_member_pooled_resource_unity_level_1	25	0	value
3k_main_campaign_group_member_pooled_resource_unity_level_2	50	26	value
3k_main_campaign_group_member_pooled_resource_unity_level_3	75	51	value
3k_main_campaign_group_member_pooled_resource_unity_level_4	100	76	value
3k_main_campaign_group_member_population_city_high	3000	2501	value
3k_main_campaign_group_member_population_city_low	2000	1751	value
3k_main_campaign_group_member_population_city_medium	2500	2001	value
3k_main_campaign_group_member_population_city_super_high	4000	3501	value
3k_main_campaign_group_member_population_city_very_high	3500	3001	value
3k_main_campaign_group_member_population_city_very_low	1750	1501	value
3k_main_campaign_group_member_population_he_yi_city_high	3000	2501	value
3k_main_campaign_group_member_population_he_yi_city_low	2000	1751	value
3k_main_campaign_group_member_population_he_yi_city_medium	2500	2001	value
3k_main_campaign_group_member_population_he_yi_city_super_high	4000	3501	value
3k_main_campaign_group_member_population_he_yi_city_very_high	3500	3001	value
3k_main_campaign_group_member_population_he_yi_city_very_low	1750	1501	value
3k_main_campaign_group_member_population_he_yi_metropolis_high	2147483647	5501	value
3k_main_campaign_group_member_population_he_yi_metropolis_low	4500	4001	value
3k_main_campaign_group_member_population_he_yi_metropolis_medium	5500	4501	value
3k_main_campaign_group_member_population_he_yi_town_high	1000	801	value
3k_main_campaign_group_member_population_he_yi_town_low	700	601	value
3k_main_campaign_group_member_population_he_yi_town_medium	800	701	value
3k_main_campaign_group_member_population_he_yi_town_super_high	1500	1251	value
3k_main_campaign_group_member_population_he_yi_town_very_high	1250	1001	value
3k_main_campaign_group_member_population_he_yi_town_very_low	600	501	value
3k_main_campaign_group_member_population_he_yi_village_high	300	201	value
3k_main_campaign_group_member_population_he_yi_village_low	100	51	value
3k_main_campaign_group_member_population_he_yi_village_medium	200	101	value
3k_main_campaign_group_member_population_he_yi_village_super_high	500	401	value
3k_main_campaign_group_member_population_he_yi_village_very_high	400	301	value
3k_main_campaign_group_member_population_he_yi_village_very_low	50	0	value
3k_main_campaign_group_member_population_kong_rong_city_high	3000	2501	value
3k_main_campaign_group_member_population_kong_rong_city_low	2000	1751	value
3k_main_campaign_group_member_population_kong_rong_city_medium	2500	2001	value
3k_main_campaign_group_member_population_kong_rong_city_super_high	4000	3501	value
3k_main_campaign_group_member_population_kong_rong_city_very_high	3500	3001	value
3k_main_campaign_group_member_population_kong_rong_city_very_low	1750	1501	value
3k_main_campaign_group_member_population_kong_rong_metropolis_high	2147483647	5501	value
3k_main_campaign_group_member_population_kong_rong_metropolis_low	4500	4001	value
3k_main_campaign_group_member_population_kong_rong_metropolis_medium	5500	4501	value
3k_main_campaign_group_member_population_kong_rong_town_high	1000	801	value
3k_main_campaign_group_member_population_kong_rong_town_low	700	601	value
3k_main_campaign_group_member_population_kong_rong_town_medium	800	701	value
3k_main_campaign_group_member_population_kong_rong_town_super_high	1500	1251	value
3k_main_campaign_group_member_population_kong_rong_town_very_high	1250	1001	value
3k_main_campaign_group_member_population_kong_rong_town_very_low	600	501	value
3k_main_campaign_group_member_population_kong_rong_village_high	300	201	value
3k_main_campaign_group_member_population_kong_rong_village_low	100	51	value
3k_main_campaign_group_member_population_kong_rong_village_medium	200	101	value
3k_main_campaign_group_member_population_kong_rong_village_super_high	500	401	value
3k_main_campaign_group_member_population_kong_rong_village_very_high	400	301	value
3k_main_campaign_group_member_population_kong_rong_village_very_low	50	0	value
3k_main_campaign_group_member_population_metropolis_high	2147483647	5501	value
3k_main_campaign_group_member_population_metropolis_low	4500	4001	value
3k_main_campaign_group_member_population_metropolis_medium	5500	4501	value
3k_main_campaign_group_member_population_town_high	1000	801	value
3k_main_campaign_group_member_population_town_low	700	601	value
3k_main_campaign_group_member_population_town_medium	800	701	value
3k_main_campaign_group_member_population_town_super_high	1500	1251	value
3k_main_campaign_group_member_population_town_very_high	1250	1001	value
3k_main_campaign_group_member_population_town_very_low	600	501	value
3k_main_campaign_group_member_population_village_high	300	201	value
3k_main_campaign_group_member_population_village_low	100	51	value
3k_main_campaign_group_member_population_village_medium	200	101	value
3k_main_campaign_group_member_population_village_super_high	500	401	value
3k_main_campaign_group_member_population_village_very_high	400	301	value
3k_main_campaign_group_member_population_village_very_low	50	0	value
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_1_decisive	45	30	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_2_close	29	15	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_2_decisive	29	15	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_2_heroic	29	15	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_3_close	14	0	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_3_decisive	14	0	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_3_heroic	14	0	relative_strength
3k_main_campaign_group_member_post_battle_effects_victory_against_the_odds_3_pyrrhic	14	0	relative_strength
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_easy	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_legendary	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_normal	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_0_to_20_very_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_easy	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_legendary	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_normal	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_20_to_40_very_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_easy	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_legendary	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_normal	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_40_to_60_very_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_easy	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_legendary	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_normal	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_60_to_80_very_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_easy	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_legendary	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_normal	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_generic_80_to_100_very_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_easy	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_legendary	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_normal	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_0_to_20_very_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_easy	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_legendary	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_normal	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_20_to_40_very_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_easy	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_legendary	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_normal	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_40_to_60_very_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_easy	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_legendary	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_normal	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_60_to_80_very_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_easy	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_legendary	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_normal	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_liu_bei_80_to_100_very_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_easy	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_legendary	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_normal	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_0_to_20_very_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_easy	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_legendary	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_normal	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_20_to_40_very_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_easy	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_legendary	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_normal	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_40_to_60_very_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_easy	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_legendary	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_normal	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_60_to_80_very_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_easy	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_legendary	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_normal	100	80	value
3k_main_campaign_group_member_regional_faction_support_ai_yuan_shu_80_to_100_very_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_easy	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_legendary	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_normal	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_generic_0_to_20_very_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_easy	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_legendary	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_normal	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_generic_20_to_40_very_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_easy	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_legendary	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_normal	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_generic_40_to_60_very_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_easy	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_legendary	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_normal	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_generic_60_to_80_very_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_easy	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_legendary	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_normal	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_generic_80_to_100_very_hard	100	80	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_easy	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_legendary	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_normal	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_0_to_20_very_hard	19	0	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_easy	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_legendary	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_normal	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_20_to_40_very_hard	39	20	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_easy	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_legendary	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_normal	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_40_to_60_very_hard	59	40	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_easy	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_legendary	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_normal	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_60_to_80_very_hard	79	60	value
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_80_to_100_easy	100	80	value
