member	pooled_resource
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_4	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_water_zheng_jiang_infamy_level_5	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_1	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_2	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_3	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_4	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_character_generation_han_chinese_general_wood_zheng_jaing_infamy_level_5	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_food_net_zero	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_han_chinese_tier_1	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_han_chinese_tier_2	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_han_chinese_tier_3	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_han_chinese_tier_4	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_han_chinese_tier_5	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_tier_1	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_tier_2	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_tier_3	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_tier_4	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_shortage_tier_5	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_han_chinese_tier_1	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_han_chinese_tier_2	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_han_chinese_tier_3	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_han_chinese_tier_4	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_han_chinese_tier_5	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_tier_1	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_tier_2	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_tier_3	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_tier_4	3k_main_pooled_resource_food
3k_main_campaign_group_member_food_surplus_tier_5	3k_main_pooled_resource_food
3k_main_campaign_group_member_pooled_resource_conceit_level_1	3k_main_pooled_resource_legitimacy
3k_main_campaign_group_member_pooled_resource_conceit_level_2	3k_main_pooled_resource_legitimacy
3k_main_campaign_group_member_pooled_resource_conceit_level_3	3k_main_pooled_resource_legitimacy
3k_main_campaign_group_member_pooled_resource_conceit_level_4	3k_main_pooled_resource_legitimacy
3k_main_campaign_group_member_pooled_resource_credibility_level_1	3k_main_pooled_resource_credibility
3k_main_campaign_group_member_pooled_resource_credibility_level_1.5	3k_main_pooled_resource_credibility
3k_main_campaign_group_member_pooled_resource_credibility_level_2	3k_main_pooled_resource_credibility
3k_main_campaign_group_member_pooled_resource_credibility_level_3	3k_main_pooled_resource_credibility
3k_main_campaign_group_member_pooled_resource_heroism_level_1	3k_main_pooled_resource_heroism
3k_main_campaign_group_member_pooled_resource_heroism_level_2	3k_main_pooled_resource_heroism
3k_main_campaign_group_member_pooled_resource_heroism_level_3	3k_main_pooled_resource_heroism
3k_main_campaign_group_member_pooled_resource_heroism_level_4	3k_main_pooled_resource_heroism
3k_main_campaign_group_member_pooled_resource_infamy_level_1	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_pooled_resource_infamy_level_2	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_pooled_resource_infamy_level_3	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_pooled_resource_infamy_level_4	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_pooled_resource_infamy_level_5	3k_main_pooled_resource_infamy
3k_main_campaign_group_member_pooled_resource_intimidation_level_1	3k_main_pooled_resource_intimidation
3k_main_campaign_group_member_pooled_resource_intimidation_level_2	3k_main_pooled_resource_intimidation
3k_main_campaign_group_member_pooled_resource_intimidation_level_3	3k_main_pooled_resource_intimidation
3k_main_campaign_group_member_pooled_resource_lineage_level_0	3k_main_pooled_resource_lineage
3k_main_campaign_group_member_pooled_resource_lineage_level_1	3k_main_pooled_resource_lineage
3k_main_campaign_group_member_pooled_resource_lineage_level_2	3k_main_pooled_resource_lineage
3k_main_campaign_group_member_pooled_resource_lineage_level_3	3k_main_pooled_resource_lineage
3k_main_campaign_group_member_pooled_resource_lineage_level_4	3k_main_pooled_resource_lineage
3k_main_campaign_group_member_pooled_resource_lineage_level_5	3k_main_pooled_resource_lineage
3k_main_campaign_group_member_pooled_resource_satisfaction_1	3k_main_pooled_resource_satisfaction
3k_main_campaign_group_member_pooled_resource_satisfaction_2	3k_main_pooled_resource_satisfaction
3k_main_campaign_group_member_pooled_resource_satisfaction_3	3k_main_pooled_resource_satisfaction
3k_main_campaign_group_member_pooled_resource_unity_level_1	3k_main_pooled_resource_unity
3k_main_campaign_group_member_pooled_resource_unity_level_2	3k_main_pooled_resource_unity
3k_main_campaign_group_member_pooled_resource_unity_level_3	3k_main_pooled_resource_unity
3k_main_campaign_group_member_pooled_resource_unity_level_4	3k_main_pooled_resource_unity
3k_main_campaign_group_member_population_city_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_city_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_city_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_city_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_city_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_city_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_city_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_city_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_city_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_city_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_city_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_city_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_metropolis_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_metropolis_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_metropolis_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_town_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_town_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_town_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_town_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_town_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_town_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_village_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_village_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_village_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_village_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_village_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_he_yi_village_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_city_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_city_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_city_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_city_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_city_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_city_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_metropolis_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_metropolis_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_metropolis_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_town_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_town_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_town_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_town_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_town_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_town_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_village_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_village_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_village_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_village_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_village_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_kong_rong_village_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_metropolis_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_metropolis_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_metropolis_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_town_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_town_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_town_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_town_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_town_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_town_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_village_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_village_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_village_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_village_super_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_village_very_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_population_village_very_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_display_population_density_high	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_display_population_density_low	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_display_population_density_medium	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_1	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_10	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_2	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_3	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_4	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_5	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_6	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_7	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_8	3k_main_pooled_resource_population
3k_main_campaign_group_member_settlement_population_pool_level_9	3k_main_pooled_resource_population
3k_main_campaign_group_member_supply_stockpile_abundant	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_abundant	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_empty	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_full	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_limited	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_stable	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_supplied	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_easy_tight	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_empty	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_full	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_abundant	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_empty	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_full	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_limited	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_stable	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_supplied	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_legendary_tight	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_limited	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_stable	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_supplied	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_tight	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_abundant	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_empty	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_full	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_limited	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_stable	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_supplied	3k_main_pooled_resource_supply
3k_main_campaign_group_member_supply_stockpile_very_hard_tight	3k_main_pooled_resource_supply
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_1	3k_main_pooled_resource_kong_rong
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_2	3k_main_pooled_resource_kong_rong
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_3	3k_main_pooled_resource_kong_rong
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_4	3k_main_pooled_resource_kong_rong
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_5	3k_main_pooled_resource_kong_rong
ep_campaign_group_member_pooled_resource_brain_level_0	ep_pooled_resource_brain_alignment
ep_campaign_group_member_pooled_resource_brain_level_1	ep_pooled_resource_brain_alignment
ep_campaign_group_member_pooled_resource_brain_level_2	ep_pooled_resource_brain_alignment
ep_campaign_group_member_pooled_resource_brain_level_3	ep_pooled_resource_brain_alignment
ep_campaign_group_member_pooled_resource_brain_level_4	ep_pooled_resource_brain_alignment
ep_campaign_group_member_pooled_resource_brain_level_5	ep_pooled_resource_brain_alignment
ep_campaign_group_member_pooled_resource_control_level_1	ep_pooled_resource_sima_jiong_control
ep_campaign_group_member_pooled_resource_control_level_2	ep_pooled_resource_sima_jiong_control
ep_campaign_group_member_pooled_resource_control_level_3	ep_pooled_resource_sima_jiong_control
ep_campaign_group_member_pooled_resource_control_level_4	ep_pooled_resource_sima_jiong_control
ep_campaign_group_member_pooled_resource_control_level_5	ep_pooled_resource_sima_jiong_control
ep_campaign_group_member_pooled_resource_demesne_level_1	ep_pooled_resource_sima_liang_demesne
ep_campaign_group_member_pooled_resource_demesne_level_2	ep_pooled_resource_sima_liang_demesne
ep_campaign_group_member_pooled_resource_demesne_level_3	ep_pooled_resource_sima_liang_demesne
ep_campaign_group_member_pooled_resource_demesne_level_4	ep_pooled_resource_sima_liang_demesne
ep_campaign_group_member_pooled_resource_demesne_level_5	ep_pooled_resource_sima_liang_demesne
ep_campaign_group_member_pooled_resource_demesne_level_6	ep_pooled_resource_sima_liang_demesne
ep_campaign_group_member_pooled_resource_fist_level_0	ep_pooled_resource_fist_alignment
ep_campaign_group_member_pooled_resource_fist_level_1	ep_pooled_resource_fist_alignment
ep_campaign_group_member_pooled_resource_fist_level_2	ep_pooled_resource_fist_alignment
ep_campaign_group_member_pooled_resource_fist_level_3	ep_pooled_resource_fist_alignment
ep_campaign_group_member_pooled_resource_fist_level_4	ep_pooled_resource_fist_alignment
ep_campaign_group_member_pooled_resource_fist_level_5	ep_pooled_resource_fist_alignment
ep_campaign_group_member_pooled_resource_heart_level_0	ep_pooled_resource_heart_alignment
ep_campaign_group_member_pooled_resource_heart_level_1	ep_pooled_resource_heart_alignment
ep_campaign_group_member_pooled_resource_heart_level_2	ep_pooled_resource_heart_alignment
ep_campaign_group_member_pooled_resource_heart_level_3	ep_pooled_resource_heart_alignment
ep_campaign_group_member_pooled_resource_heart_level_4	ep_pooled_resource_heart_alignment
ep_campaign_group_member_pooled_resource_heart_level_5	ep_pooled_resource_heart_alignment
ep_campaign_group_member_pooled_resource_influence_level_1	ep_pooled_resource_influence
ep_campaign_group_member_pooled_resource_influence_level_2	ep_pooled_resource_influence
ep_campaign_group_member_pooled_resource_influence_level_3	ep_pooled_resource_influence
ep_campaign_group_member_pooled_resource_influence_level_4	ep_pooled_resource_influence
ep_campaign_group_member_pooled_resource_influence_level_5	ep_pooled_resource_influence
ep_campaign_group_member_pooled_resource_jurisdiction_level_1	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_jurisdiction_level_2	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_jurisdiction_level_3	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_jurisdiction_level_4	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_jurisdiction_level_5	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_jurisdiction_level_6	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_jurisdiction_level_7	ep_pooled_resource_sima_liang_jurisdiction
ep_campaign_group_member_pooled_resource_money_level_0	ep_pooled_resource_money_alignment
ep_campaign_group_member_pooled_resource_money_level_1	ep_pooled_resource_money_alignment
ep_campaign_group_member_pooled_resource_money_level_2	ep_pooled_resource_money_alignment
ep_campaign_group_member_pooled_resource_money_level_3	ep_pooled_resource_money_alignment
ep_campaign_group_member_pooled_resource_money_level_4	ep_pooled_resource_money_alignment
ep_campaign_group_member_pooled_resource_money_level_5	ep_pooled_resource_money_alignment
ep_campaign_group_member_pooled_resource_reformation_level_1	ep_pooled_resource_reformation
ep_campaign_group_member_pooled_resource_reformation_level_2	ep_pooled_resource_reformation
ep_campaign_group_member_pooled_resource_reformation_level_3	ep_pooled_resource_reformation
ep_campaign_group_member_pooled_resource_reformation_level_4	ep_pooled_resource_reformation
ep_campaign_group_member_pooled_resource_reformation_level_5	ep_pooled_resource_reformation
ep_campaign_group_member_pooled_resource_sima_wei_level_1	ep_pooled_resource_sima_wei
ep_campaign_group_member_pooled_resource_sima_wei_level_2	ep_pooled_resource_sima_wei
ep_campaign_group_member_pooled_resource_sima_wei_level_3	ep_pooled_resource_sima_wei
ep_campaign_group_member_pooled_resource_sima_wei_level_4	ep_pooled_resource_sima_wei
ep_campaign_group_member_pooled_resource_subterfuge_level_1	ep_pooled_resource_sima_lun_subterfuge
ep_campaign_group_member_pooled_resource_subterfuge_level_2	ep_pooled_resource_sima_lun_subterfuge
ep_campaign_group_member_pooled_resource_subterfuge_level_3	ep_pooled_resource_sima_lun_subterfuge
ep_campaign_group_member_pooled_resource_subterfuge_level_4	ep_pooled_resource_sima_lun_subterfuge
ep_campaign_group_member_population_city_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_city_low	3k_main_pooled_resource_population
ep_campaign_group_member_population_city_medium	3k_main_pooled_resource_population
ep_campaign_group_member_population_city_super_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_city_very_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_city_very_low	3k_main_pooled_resource_population
ep_campaign_group_member_population_metropolis_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_metropolis_low	3k_main_pooled_resource_population
ep_campaign_group_member_population_metropolis_medium	3k_main_pooled_resource_population
ep_campaign_group_member_population_town_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_town_low	3k_main_pooled_resource_population
ep_campaign_group_member_population_town_medium	3k_main_pooled_resource_population
ep_campaign_group_member_population_town_super_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_town_very_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_town_very_low	3k_main_pooled_resource_population
ep_campaign_group_member_population_village_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_village_low	3k_main_pooled_resource_population
ep_campaign_group_member_population_village_medium	3k_main_pooled_resource_population
ep_campaign_group_member_population_village_super_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_village_very_high	3k_main_pooled_resource_population
ep_campaign_group_member_population_village_very_low	3k_main_pooled_resource_population
ep_campaign_group_member_supply_stockpile_abundant	3k_main_pooled_resource_supply
ep_campaign_group_member_supply_stockpile_empty	3k_main_pooled_resource_supply
ep_campaign_group_member_supply_stockpile_full	3k_main_pooled_resource_supply
ep_campaign_group_member_supply_stockpile_limited	3k_main_pooled_resource_supply
ep_campaign_group_member_supply_stockpile_stable	3k_main_pooled_resource_supply
ep_campaign_group_member_supply_stockpile_supplied	3k_main_pooled_resource_supply
ep_campaign_group_member_supply_stockpile_tight	3k_main_pooled_resource_supply
