key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting
3k_ytr_skill_bodyguard_wood_alt_2	3k_ytr_skill_veteran_frugality	An overfilled bowl will only result in spilled broth.	Impromptu Frugality	0	false	false	false	0.0000
3k_ytr_skill_gong_du_ambition	3k_ytr_skill_veteran_frugality	Ambition is only realised by ignoring the excesses born from pursuing it.	Ambition	0	false	false	false	0.0000
3k_ytr_skill_gong_du_ambition_historical	3k_ytr_skill_veteran_frugality	Ambition is only realised by ignoring the excesses born from pursuing it.	Ambition	0	false	false	false	0.0000
3k_ytr_skill_he_yi_mercy	3k_ytr_skill_healer_compassion	Compassion serves true justice by rejecting vengeance and prideful displays of power.	Mercy	0	false	false	false	0.0000
3k_ytr_skill_he_yi_mercy_historical	3k_ytr_skill_healer_compassion	Compassion serves true justice by rejecting vengeance and prideful displays of power.	Mercy	0	false	false	false	0.0000
3k_ytr_skill_healer_charisma	3k_ytr_skill_healer_charisma	Radiate vitality, and you will inspire others to do the same.	Charisma	0	false	false	false	0.0000
3k_ytr_skill_healer_compassion	3k_ytr_skill_healer_compassion	Selfless acts reward those who perform them as well as those who benefit.	Compassion	0	false	false	false	0.0000
3k_ytr_skill_healer_compassion_historical	3k_ytr_skill_healer_compassion	Selfless acts reward those who perform them as well as those who benefit.	Compassion	0	false	false	false	0.0000
3k_ytr_skill_healer_defiance	3k_ytr_skill_healer_defiance	Run from evil and you become prey to be chased; stand firmly to face it as an equal.	Defiance	0	false	false	false	0.0000
3k_ytr_skill_healer_expedience	3k_ytr_skill_healer_expedience	Once the bowstring is pulled back, the arrow must be released.	Effortless Flow	0	false	false	false	0.0000
3k_ytr_skill_healer_tranquillity	3k_ytr_skill_healer_tranquillity	Peace is the natural state, all else is transitory.	Tranquillity	0	false	false	false	0.0000
3k_ytr_skill_huang_shao_erudition	3k_ytr_skill_scholar_humility	One can never know too much or exhaust the mysteries of this world.	Erudition	0	false	false	false	0.0000
3k_ytr_skill_huang_shao_erudition_historical	3k_ytr_skill_scholar_humility	One can never know too much or exhaust the mysteries of this world.	Erudition	0	false	false	false	0.0000
3k_ytr_skill_scholar_humility	3k_ytr_skill_scholar_humility	Put others first to achieve greatness.	Humility	0	false	false	false	0.0000
3k_ytr_skill_scholar_humility_historical	3k_ytr_skill_scholar_humility	Put others first to achieve greatness.	Humility	0	false	false	false	0.0000
3k_ytr_skill_scholar_insight	3k_ytr_skill_scholar_insight	There is more in the sea than can be glimpsed on the surface.	Insight	0	false	false	false	0.0000
3k_ytr_skill_scholar_inspiration	3k_ytr_skill_scholar_inspiration	Chase a bird and it will fly away; be still and it will perch nearby.	Inspiration	0	false	false	false	0.0000
3k_ytr_skill_scholar_integrity	3k_ytr_skill_scholar_integrity	Be content with what you have to guard against temptation.	Integrity	0	false	false	false	0.0000
3k_ytr_skill_scholar_perserverance	3k_ytr_skill_scholar_perserverance	Practice stillness to be ready and withstand any strike.	Resolution	0	false	false	false	0.0000
3k_ytr_skill_special_ability_gong_du	3k_ytr_skill_veteran_frugality	Where others see rocks and trees, you see advantages.	Killing Ground	0	false	false	false	0.0000
3k_ytr_skill_special_ability_gong_du_alt_1	3k_ytr_skill_veteran_frugality	It is not always the command that motivates, but the way it is given.	Desperate Cry	0	false	false	false	0.0000
3k_ytr_skill_special_ability_gong_du_alt_2	3k_ytr_skill_veteran_frugality	Generations working the land will breed a kinship with it.	One with the Land	0	false	false	false	0.0000
3k_ytr_skill_special_ability_he_yi	3k_ytr_skill_healer_compassion	A soldier always fights better when they know their sides and rear are protected.	All Fronts	0	false	false	false	0.0000
3k_ytr_skill_special_ability_he_yi_alt_1	3k_ytr_skill_healer_compassion	A warrior will only fight at their best when they are sure-footed.	Judgement	0	false	false	false	0.0000
3k_ytr_skill_special_ability_he_yi_alt_2	3k_ytr_skill_healer_compassion	Knowing your brothers will never abandon you brings tremendous comfort.	One with the People	0	false	false	false	0.0000
3k_ytr_skill_special_ability_huang_shao	3k_ytr_skill_scholar_humility	Knowing when best to shoot is most effective when you are the one being shot at.	Favourable Skies	0	false	false	false	0.0000
3k_ytr_skill_special_ability_huang_shao_alt_1	3k_ytr_skill_scholar_humility	Look up and you will see the sky; look inward and you will see heaven.	One with Heaven	0	false	false	false	0.0000
3k_ytr_skill_special_ability_huang_shao_alt_2	3k_ytr_skill_scholar_humility	When the opportunity is right let discipline be second to the unconventional.	Surprise Attack	0	false	false	false	0.0000
3k_ytr_skill_special_ability_metal	3k_ytr_skill_scholar_humility	These words will bring shame and humiliation.	Condemn	0	false	false	false	0.0000
3k_ytr_skill_special_ability_metal_alt_1	3k_ytr_skill_scholar_humility	A lifetime spent learning the ways of heaven will turn thoughts into belief.	Inner Fire	0	false	false	false	0.0000
3k_ytr_skill_special_ability_metal_alt_2	3k_ytr_skill_scholar_humility	These words will fortify the spirit.	Preach	0	false	false	false	0.0000
3k_ytr_skill_special_ability_water	3k_ytr_skill_healer_compassion	Sometimes it's not what you hit or how hard, but where.	Knowledge of the Body	0	false	false	false	0.0000
3k_ytr_skill_special_ability_water_alt_1	3k_ytr_skill_healer_compassion	If you can conquer the mind of the enemy then half the battle is won.	Knowledge of the Mind	0	false	false	false	0.0000
3k_ytr_skill_special_ability_water_alt_2	3k_ytr_skill_healer_compassion	True strength lies not in the mind or body, but within the spirit.	Knowledge of the Spirit	0	false	false	false	0.0000
3k_ytr_skill_special_ability_wood	3k_ytr_skill_veteran_frugality	A war cry from one warrior to another.	Commanding Shout	0	false	false	false	0.0000
3k_ytr_skill_special_ability_wood_alt_1	3k_ytr_skill_veteran_frugality	A master of the battlefield can undermine even the surest of soldiers.	Disorientate	0	false	false	false	0.0000
3k_ytr_skill_special_ability_wood_alt_2	3k_ytr_skill_veteran_frugality	The land is not just the earth, but the forests and mountains, and all the hidden, ancient places.	Stength of the Land	0	false	false	false	0.0000
3k_ytr_skill_veteran_fanaticism	3k_ytr_skill_veteran_fanaticism	For the devout, the path is already set.	Fanaticism	0	false	false	false	0.0000
3k_ytr_skill_veteran_focus	3k_ytr_skill_veteran_focus	Breathe out and into your target, allowing distractions to fall away.	Focus	0	false	false	false	0.0000
3k_ytr_skill_veteran_frugality	3k_ytr_skill_veteran_frugality	An overfilled bowl will only result in spilled broth.	Frugality	0	false	false	false	0.0000
3k_ytr_skill_veteran_frugality_historical	3k_ytr_skill_veteran_frugality	An overfilled bowl will only result in spilled broth.	Frugality	0	false	false	false	0.0000
3k_ytr_skill_veteran_opportunism	3k_ytr_skill_veteran_opportunism	A tiger cares not where its meal comes from, only that it feeds.	Opportunism	0	false	false	false	0.0000
3k_ytr_skill_veteran_subtley	3k_ytr_skill_veteran_subtley	There is no defence against hidden intentions.	Subtlety	0	false	false	false	0.0000
ep_dyn_special_ability_arrow_storm	3k_main_skill_aspect_earth_authority	A volley of arrows rains down on the enemy.	Arrow Storm	0	false	false	false	0.0000
ep_dyn_special_ability_assassinate	3k_main_skill_aspect_metal_expertise	A deadly shot that's perfect for eliminating enemy heroes.	Assassinate	0	false	false	false	0.0000
ep_dyn_special_ability_blood_rush	3k_main_skill_aspect_metal_expertise	A vicious, short range attack.	Blood Rush	0	false	false	false	0.0000
ep_dyn_special_ability_cleansing_aura	3k_main_skill_aspect_wood_perseverance	Gradually heal nearby allies over time. 	Cleansing Aura	0	false	false	false	0.0000
ep_dyn_special_ability_clear_a_path	3k_main_skill_aspect_wood_perseverance	A shockwave that clears your path of enemies.	Clear a Path	0	false	false	false	0.0000
ep_dyn_special_ability_fire_bomb	3k_main_skill_aspect_fire_instinct	Hurl an explosive fire bomb to decimate a target area.	Fire Bomb	0	false	false	false	0.0000
ep_dyn_special_ability_flaming_fury	3k_main_skill_aspect_fire_instinct	Your fiery wrath engulfs those unfortunate enough to be within range.	Flaming Fury	0	false	false	false	0.0000
ep_dyn_special_ability_immunity_to_fatigue	3k_main_skill_aspect_water_cunning	Bestows immunity to fatigue.	Immunity to Fatigue	0	false	false	false	0.0000
ep_dyn_special_ability_multishot	3k_main_skill_aspect_water_cunning	Fires a flurry of arrows that can hit multiple targets.	Multi-shot	0	false	false	false	0.0000
ep_dyn_special_ability_palm_strike	3k_main_skill_aspect_earth_authority	A concussive blast that knocks back your foes.	Palm Strike	0	false	false	false	0.0000
ep_dyn_special_ability_precision_shot	3k_main_skill_aspect_water_cunning	An arrow fired with unnerving accuracy.	Precision Shot	0	false	false	false	0.0000
ep_dyn_special_ability_seismic_slam	3k_main_skill_aspect_wood_perseverance	Tremors violently shake the ground beneath your feet.	Seismic Slam	0	false	false	false	0.0000
ep_dyn_special_ability_sweeping_arc	3k_main_skill_aspect_fire_instinct	A sweeping attack that knocks back nearby opponents.	Sweeping Arc	0	false	false	false	0.0000
ep_dyn_special_ability_time_of_need	3k_main_skill_aspect_water_cunning	Instantly heal an ally's wounds.	Time of Need	0	false	false	false	0.0000
ep_dyn_special_ability_tripleshot	3k_main_skill_aspect_metal_expertise	Fires three arrows within a short range.	Triple-shot	0	false	false	false	0.0000
ep_dyn_special_ability_unstoppable_charge	3k_main_skill_aspect_earth_authority	Charge forward while trampling any enemies in your way.	Unstoppable Charge	0	false	false	false	0.0000
ep_skill_mastery_earth_clarity	3k_main_skill_mastery_earth_3_clarity	Coherence in thought and speech brings clear advantage.	Clarity	0	false	false	false	0.0000
ep_skill_mastery_earth_opportunism	3k_ytr_skill_veteran_opportunism	A tiger cares not where its meal comes from, only that it feeds.	Opportunism	0	false	false	false	0.0000
ep_skill_mastery_earth_stability	3k_main_skill_mastery_earth_4_stability	The pillar is strongest at its base.	Stability	0	false	false	false	0.0000
ep_skill_mastery_earth_surprise_attack	3k_ytr_skill_scholar_humility	When the opportunity is right let discipline be second to the unconventional.	Surprise Attack	0	false	false	false	0.0000
ep_skill_mastery_metal_insight	3k_ytr_skill_scholar_insight	There is more in the sea than can be glimpsed on the surface.	Insight	0	false	false	false	0.0000
ep_skill_mastery_water_scholarship	3k_main_skill_mastery_water_strategist_5_scholarship	A nation's treasure is in its scholars.	Scholarship	0	false	false	false	0.0000
ep_skill_mastery_water_wisdom	3k_main_skill_mastery_water_strategist_4_wisdom	The wise make their own decisions, the ignorant follow public opinion. 	Wisdom	0	false	false	false	0.0000
ep_skill_mastery_wood_abundance	3k_main_skill_mastery_wood_2_abundance	Give a man a fish and you feed him for a day. Teach him to fish and you feed him for a lifetime.	Abundance	0	false	false	false	0.0000
ep_skill_mastery_wood_focus	3k_ytr_skill_veteran_focus	Breathe out and into your target, allowing distractions to fall away.	Focus	0	false	false	false	0.0000
