campaign_group	effect_type	effect_bundle
3k_dlc06_campaign_group_population_nanman_city_very_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_city_very_high
3k_dlc06_campaign_group_population_nanman_city_very_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_city_very_low
3k_dlc06_campaign_group_population_nanman_metropolis_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_metropolis_high
3k_dlc06_campaign_group_population_nanman_metropolis_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_metropolis_low
3k_dlc06_campaign_group_population_nanman_metropolis_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_metropolis_medium
3k_dlc06_campaign_group_population_nanman_town_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_town_high
3k_dlc06_campaign_group_population_nanman_town_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_town_low
3k_dlc06_campaign_group_population_nanman_town_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_town_medium
3k_dlc06_campaign_group_population_nanman_town_super_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_town_super_high
3k_dlc06_campaign_group_population_nanman_town_very_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_town_very_high
3k_dlc06_campaign_group_population_nanman_town_very_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_town_very_low
3k_dlc06_campaign_group_population_nanman_village_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_village_high
3k_dlc06_campaign_group_population_nanman_village_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_village_low
3k_dlc06_campaign_group_population_nanman_village_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_village_medium
3k_dlc06_campaign_group_population_nanman_village_super_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_village_super_high
3k_dlc06_campaign_group_population_nanman_village_very_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_village_very_high
3k_dlc06_campaign_group_population_nanman_village_very_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_population_nanman_village_very_low
3k_dlc06_campaign_group_region_gdp_nanman_city_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_city_high
3k_dlc06_campaign_group_region_gdp_nanman_city_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_city_low
3k_dlc06_campaign_group_region_gdp_nanman_city_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_city_medium
3k_dlc06_campaign_group_region_gdp_nanman_city_super_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_city_super_high
3k_dlc06_campaign_group_region_gdp_nanman_city_very_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_city_very_high
3k_dlc06_campaign_group_region_gdp_nanman_city_very_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_city_very_low
3k_dlc06_campaign_group_region_gdp_nanman_metropolis_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_metropolis_high
3k_dlc06_campaign_group_region_gdp_nanman_metropolis_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_metropolis_low
3k_dlc06_campaign_group_region_gdp_nanman_metropolis_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_metropolis_medium
3k_dlc06_campaign_group_region_gdp_nanman_town_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_town_high
3k_dlc06_campaign_group_region_gdp_nanman_town_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_town_low
3k_dlc06_campaign_group_region_gdp_nanman_town_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_town_medium
3k_dlc06_campaign_group_region_gdp_nanman_town_super_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_town_super_high
3k_dlc06_campaign_group_region_gdp_nanman_town_very_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_town_very_high
3k_dlc06_campaign_group_region_gdp_nanman_town_very_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_town_very_low
3k_dlc06_campaign_group_region_gdp_nanman_village_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_village_high
3k_dlc06_campaign_group_region_gdp_nanman_village_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_village_low
3k_dlc06_campaign_group_region_gdp_nanman_village_medium	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_village_medium
3k_dlc06_campaign_group_region_gdp_nanman_village_super_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_village_super_high
3k_dlc06_campaign_group_region_gdp_nanman_village_very_high	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_village_very_high
3k_dlc06_campaign_group_region_gdp_nanman_village_very_low	ABSOLUTE_VALUE	3k_dlc06_effect_bundle_region_gdp_nanman_village_very_low
3k_dlc07_campaign_group_food_shortage_han_chinese_tier_1	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_shortage_han_tier_1
3k_dlc07_campaign_group_food_shortage_han_chinese_tier_2	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_shortage_han_tier_2
3k_dlc07_campaign_group_food_shortage_han_chinese_tier_3	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_shortage_han_tier_3
3k_dlc07_campaign_group_food_shortage_han_chinese_tier_4	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_shortage_han_tier_4
3k_dlc07_campaign_group_food_shortage_han_chinese_tier_5	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_shortage_han_tier_5
3k_dlc07_campaign_group_food_surplus_han_chinese_tier_1	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_surplus_han_tier_1
3k_dlc07_campaign_group_food_surplus_han_chinese_tier_2	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_surplus_han_tier_2
3k_dlc07_campaign_group_food_surplus_han_chinese_tier_3	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_surplus_han_tier_3
3k_dlc07_campaign_group_food_surplus_han_chinese_tier_4	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_surplus_han_tier_4
3k_dlc07_campaign_group_food_surplus_han_chinese_tier_5	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_food_surplus_han_tier_5
3k_dlc07_campaign_group_pooled_resource_ambition_level_1	PERCENTAGE_OF_CAPACITY	3k_dlc07_effect_bundle_pooled_resource_liu_yan_aspiration
3k_dlc07_campaign_group_pooled_resource_ambition_level_2	PERCENTAGE_OF_CAPACITY	3k_dlc07_effect_bundle_pooled_resource_liu_yan_aspiration
3k_dlc07_campaign_group_pooled_resource_ambition_level_3	PERCENTAGE_OF_CAPACITY	3k_dlc07_effect_bundle_pooled_resource_liu_yan_aspiration
3k_dlc07_campaign_group_pooled_resource_ambition_level_4	PERCENTAGE_OF_CAPACITY	3k_dlc07_effect_bundle_pooled_resource_liu_yan_aspiration
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_10	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_100
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_1	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_10
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_2	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_20
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_3	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_30
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_4	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_40
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_5	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_50
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_6	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_60
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_7	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_70
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_8	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_80
3k_dlc07_campaign_group_pooled_resource_imperial_favour_level_9	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_pooled_resource_imperial_favour_90
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_0	ABSOLUTE_VALUE	3k_main_payload_empty_faction
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_1	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_1
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_2	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_2
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_3	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_3
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_4	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_4
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_5	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_5
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_6	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_6
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_7	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_7
3k_dlc07_campaign_group_pooled_resource_tradeoffs_tracker_level_8	ABSOLUTE_VALUE	3k_dlc07_effect_bundle_liu_yan_ambition_tradeoff_tracker_level_8
3k_main_campaign_group_food_net_zero	ABSOLUTE_VALUE	3k_main_effect_bundle_food_zero
3k_main_campaign_group_food_shortage_tier_1	ABSOLUTE_VALUE	3k_main_effect_bundle_food_shortage_tier_1
3k_main_campaign_group_food_shortage_tier_2	ABSOLUTE_VALUE	3k_main_effect_bundle_food_shortage_tier_2
3k_main_campaign_group_food_shortage_tier_3	ABSOLUTE_VALUE	3k_main_effect_bundle_food_shortage_tier_3
3k_main_campaign_group_food_shortage_tier_4	ABSOLUTE_VALUE	3k_main_effect_bundle_food_shortage_tier_4
3k_main_campaign_group_food_shortage_tier_5	ABSOLUTE_VALUE	3k_main_effect_bundle_food_shortage_tier_5
3k_main_campaign_group_food_surplus_tier_1	ABSOLUTE_VALUE	3k_main_effect_bundle_food_surplus_tier_1
3k_main_campaign_group_food_surplus_tier_2	ABSOLUTE_VALUE	3k_main_effect_bundle_food_surplus_tier_2
3k_main_campaign_group_food_surplus_tier_3	ABSOLUTE_VALUE	3k_main_effect_bundle_food_surplus_tier_3
3k_main_campaign_group_food_surplus_tier_4	ABSOLUTE_VALUE	3k_main_effect_bundle_food_surplus_tier_4
3k_main_campaign_group_food_surplus_tier_5	ABSOLUTE_VALUE	3k_main_effect_bundle_food_surplus_tier_5
3k_main_campaign_group_pooled_resource_credibility_level_1.5	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_credibility_level_1.5
3k_main_campaign_group_pooled_resource_credibility_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_credibility_level_1
3k_main_campaign_group_pooled_resource_credibility_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_credibility_level_2
3k_main_campaign_group_pooled_resource_credibility_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_credibility_level_3
3k_main_campaign_group_pooled_resource_heroism_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_heroism_level_1
3k_main_campaign_group_pooled_resource_heroism_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_heroism_level_2
3k_main_campaign_group_pooled_resource_heroism_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_heroism_level_3
3k_main_campaign_group_pooled_resource_heroism_level_4	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_heroism_level_4
3k_main_campaign_group_pooled_resource_infamy_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_infamy_level_1
3k_main_campaign_group_pooled_resource_infamy_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_infamy_level_2
3k_main_campaign_group_pooled_resource_infamy_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_infamy_level_3
3k_main_campaign_group_pooled_resource_infamy_level_4	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_infamy_level_4
3k_main_campaign_group_pooled_resource_infamy_level_5	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_infamy_level_5
3k_main_campaign_group_pooled_resource_intimidation_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_intimidation_level_1
3k_main_campaign_group_pooled_resource_intimidation_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_intimidation_level_2
3k_main_campaign_group_pooled_resource_intimidation_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_intimidation_level_3
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_kong_rong_trade_monopoly_1
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_kong_rong_trade_monopoly_2
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_kong_rong_trade_monopoly_3
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_4	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_kong_rong_trade_monopoly_4
3k_main_campaign_group_pooled_resource_kong_rong_monopoly_5	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_kong_rong_trade_monopoly_5
3k_main_campaign_group_pooled_resource_legitimacy_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_legitimacy_level_1
3k_main_campaign_group_pooled_resource_legitimacy_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_legitimacy_level_2
3k_main_campaign_group_pooled_resource_legitimacy_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_legitimacy_level_3
3k_main_campaign_group_pooled_resource_legitimacy_level_4	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_legitimacy_level_4
3k_main_campaign_group_pooled_resource_lineage_level_0	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_lineage_level_1
3k_main_campaign_group_pooled_resource_lineage_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_lineage_level_1
3k_main_campaign_group_pooled_resource_lineage_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_lineage_level_2
3k_main_campaign_group_pooled_resource_lineage_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_lineage_level_3
3k_main_campaign_group_pooled_resource_lineage_level_4	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_lineage_level_4
3k_main_campaign_group_pooled_resource_lineage_level_5	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_lineage_level_5
3k_main_campaign_group_pooled_resource_satisfaction_1	ABSOLUTE_VALUE	3k_main_effect_bundle_satisfaction_1
3k_main_campaign_group_pooled_resource_satisfaction_2	ABSOLUTE_VALUE	3k_main_effect_bundle_satisfaction_2
3k_main_campaign_group_pooled_resource_satisfaction_3	ABSOLUTE_VALUE	3k_main_effect_bundle_satisfaction_3
3k_main_campaign_group_pooled_resource_unity_level_1	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_unity_level_1
3k_main_campaign_group_pooled_resource_unity_level_2	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_unity_level_2
3k_main_campaign_group_pooled_resource_unity_level_3	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_unity_level_3
3k_main_campaign_group_pooled_resource_unity_level_4	PERCENTAGE_OF_CAPACITY	3k_main_effect_bundle_pooled_resource_unity_level_4
3k_main_campaign_group_population_city_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_city_high
3k_main_campaign_group_population_city_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_city_low
3k_main_campaign_group_population_city_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_city_medium
3k_main_campaign_group_population_city_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_city_super_high
3k_main_campaign_group_population_city_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_city_very_high
3k_main_campaign_group_population_city_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_city_very_low
3k_main_campaign_group_population_he_yi_city_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_city_high
3k_main_campaign_group_population_he_yi_city_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_city_low
3k_main_campaign_group_population_he_yi_city_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_city_medium
3k_main_campaign_group_population_he_yi_city_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_city_super_high
3k_main_campaign_group_population_he_yi_city_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_city_very_high
3k_main_campaign_group_population_he_yi_city_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_city_very_low
3k_main_campaign_group_population_he_yi_metropolis_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_metropolis_high
3k_main_campaign_group_population_he_yi_metropolis_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_metropolis_low
3k_main_campaign_group_population_he_yi_metropolis_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_metropolis_medium
3k_main_campaign_group_population_he_yi_town_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_town_high
3k_main_campaign_group_population_he_yi_town_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_town_low
3k_main_campaign_group_population_he_yi_town_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_town_medium
3k_main_campaign_group_population_he_yi_town_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_town_super_high
3k_main_campaign_group_population_he_yi_town_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_town_very_high
3k_main_campaign_group_population_he_yi_town_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_town_very_low
3k_main_campaign_group_population_he_yi_village_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_village_high
3k_main_campaign_group_population_he_yi_village_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_village_low
3k_main_campaign_group_population_he_yi_village_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_village_medium
3k_main_campaign_group_population_he_yi_village_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_village_super_high
3k_main_campaign_group_population_he_yi_village_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_village_very_high
3k_main_campaign_group_population_he_yi_village_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_he_yi_village_very_low
3k_main_campaign_group_population_kong_rong_city_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_city_high
3k_main_campaign_group_population_kong_rong_city_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_city_low
3k_main_campaign_group_population_kong_rong_city_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_city_medium
3k_main_campaign_group_population_kong_rong_city_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_city_super_high
3k_main_campaign_group_population_kong_rong_city_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_city_very_high
3k_main_campaign_group_population_kong_rong_city_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_city_very_low
3k_main_campaign_group_population_kong_rong_metropolis_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_metropolis_high
3k_main_campaign_group_population_kong_rong_metropolis_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_metropolis_low
3k_main_campaign_group_population_kong_rong_metropolis_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_metropolis_medium
3k_main_campaign_group_population_kong_rong_town_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_town_high
3k_main_campaign_group_population_kong_rong_town_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_town_low
3k_main_campaign_group_population_kong_rong_town_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_town_medium
3k_main_campaign_group_population_kong_rong_town_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_town_super_high
3k_main_campaign_group_population_kong_rong_town_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_town_very_high
3k_main_campaign_group_population_kong_rong_town_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_town_very_low
3k_main_campaign_group_population_kong_rong_village_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_village_high
3k_main_campaign_group_population_kong_rong_village_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_village_low
3k_main_campaign_group_population_kong_rong_village_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_village_medium
3k_main_campaign_group_population_kong_rong_village_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_village_super_high
3k_main_campaign_group_population_kong_rong_village_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_village_very_high
3k_main_campaign_group_population_kong_rong_village_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_kong_rong_village_very_low
3k_main_campaign_group_population_metropolis_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_metropolis_high
3k_main_campaign_group_population_metropolis_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_metropolis_low
3k_main_campaign_group_population_metropolis_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_metropolis_medium
3k_main_campaign_group_population_town_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_town_high
3k_main_campaign_group_population_town_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_town_low
3k_main_campaign_group_population_town_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_town_medium
3k_main_campaign_group_population_town_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_town_super_high
3k_main_campaign_group_population_town_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_town_very_high
3k_main_campaign_group_population_town_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_town_very_low
3k_main_campaign_group_population_village_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_village_high
3k_main_campaign_group_population_village_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_village_low
3k_main_campaign_group_population_village_medium	ABSOLUTE_VALUE	3k_main_effect_bundle_population_village_medium
3k_main_campaign_group_population_village_super_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_village_super_high
3k_main_campaign_group_population_village_very_high	ABSOLUTE_VALUE	3k_main_effect_bundle_population_village_very_high
3k_main_campaign_group_population_village_very_low	ABSOLUTE_VALUE	3k_main_effect_bundle_population_village_very_low
3k_main_campaign_group_supply_stockpile_abundant	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_6_abundant
3k_main_campaign_group_supply_stockpile_easy_abundant	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_6_abundant
3k_main_campaign_group_supply_stockpile_easy_empty	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_0_empty
3k_main_campaign_group_supply_stockpile_easy_full	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_5_full
3k_main_campaign_group_supply_stockpile_easy_limited	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_1_limited
3k_main_campaign_group_supply_stockpile_easy_stable	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_3_stable
3k_main_campaign_group_supply_stockpile_easy_supplied	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_4_supplied
3k_main_campaign_group_supply_stockpile_easy_tight	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_easy_2_tight
3k_main_campaign_group_supply_stockpile_empty	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_0_empty
3k_main_campaign_group_supply_stockpile_full	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_5_full
3k_main_campaign_group_supply_stockpile_legendary_abundant	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_6_abundant
3k_main_campaign_group_supply_stockpile_legendary_empty	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_0_empty
3k_main_campaign_group_supply_stockpile_legendary_full	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_5_full
3k_main_campaign_group_supply_stockpile_legendary_limited	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_1_limited
3k_main_campaign_group_supply_stockpile_legendary_stable	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_3_stable
3k_main_campaign_group_supply_stockpile_legendary_supplied	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_4_supplied
3k_main_campaign_group_supply_stockpile_legendary_tight	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_legendary_2_tight
3k_main_campaign_group_supply_stockpile_limited	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_1_limited
3k_main_campaign_group_supply_stockpile_stable	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_3_stable
3k_main_campaign_group_supply_stockpile_supplied	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_4_supplied
3k_main_campaign_group_supply_stockpile_tight	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_2_tight
3k_main_campaign_group_supply_stockpile_very_hard_abundant	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_6_abundant
3k_main_campaign_group_supply_stockpile_very_hard_empty	ABSOLUTE_VALUE	3k_main_effect_bundle_supply_stockpile_very_hard_0_empty
