member	player_game_difficulty_type
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_liu_bei_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_0_to_20_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_20_to_40_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_40_to_60_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_60_to_80_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_80_to_100_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_member_regional_faction_support_human_yuan_shu_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_easy_abundant	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_easy_empty	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_easy_full	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_easy_limited	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_easy_stable	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_easy_supplied	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_easy_tight	HUMAN_IN_EASY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_abundant	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_empty	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_full	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_limited	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_stable	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_supplied	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_legendary_tight	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_abundant	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_empty	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_full	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_limited	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_stable	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_supplied	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_member_supply_stockpile_very_hard_tight	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_group_progression_group_tao_qian_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_group_progression_group_tao_qian_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_group_progression_group_tao_qian_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_group_progression_group_tao_qian_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_group_progression_group_tao_qian_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_group_progression_group_tao_qian_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_group_progression_group_tao_qian_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_group_progression_group_tao_qian_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_group_progression_group_tao_qian_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_group_progression_group_tao_qian_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_cao_cao_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_cao_cao_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_cao_cao_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_cao_cao_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_cao_cao_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_dong_zhuo_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_dong_zhuo_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_dong_zhuo_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_dong_zhuo_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_dong_zhuo_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_gongsun_zan_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_gongsun_zan_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_gongsun_zan_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_gongsun_zan_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_gongsun_zan_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_liu_bei_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_liu_bei_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_liu_bei_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_liu_bei_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_liu_bei_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_white_tiger_yan_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_zhang_yan_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_zhang_yan_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_zhang_yan_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_zhang_yan_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_zhang_yan_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_group_member_zheng_jiang_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_group_member_zheng_jiang_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_group_member_zheng_jiang_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_group_member_zheng_jiang_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_group_member_zheng_jiang_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_levels_han_chinese_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_levels_han_chinese_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_levels_han_chinese_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_levels_han_chinese_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_levels_han_chinese_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_levels_han_chinese_human_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_progression_levels_han_chinese_human_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_progression_levels_han_chinese_human_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_progression_levels_han_chinese_human_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_progression_levels_han_chinese_human_very_hard	HUMAN_IN_VERY_HARD_GAME
3k_main_campaign_progression_levels_yellow_turban_ai_easy	AI_IN_EASY_GAME
3k_main_campaign_progression_levels_yellow_turban_ai_hard	AI_IN_HARD_GAME
3k_main_campaign_progression_levels_yellow_turban_ai_legendary	AI_IN_LEGENDARY_GAME
3k_main_campaign_progression_levels_yellow_turban_ai_normal	AI_IN_NORMAL_GAME
3k_main_campaign_progression_levels_yellow_turban_ai_very_hard	AI_IN_VERY_HARD_GAME
3k_main_campaign_progression_levels_yellow_turban_human_easy	HUMAN_IN_EASY_GAME
3k_main_campaign_progression_levels_yellow_turban_human_hard	HUMAN_IN_HARD_GAME
3k_main_campaign_progression_levels_yellow_turban_human_legendary	HUMAN_IN_LEGENDARY_GAME
3k_main_campaign_progression_levels_yellow_turban_human_normal	HUMAN_IN_NORMAL_GAME
3k_main_campaign_progression_levels_yellow_turban_human_very_hard	HUMAN_IN_VERY_HARD_GAME
ep_campaign_group_member_faction_character_recruitment_conversion_sima_jiong_human_easy	HUMAN_IN_EASY_GAME
ep_campaign_group_member_faction_character_recruitment_conversion_sima_jiong_human_hard	HUMAN_IN_HARD_GAME
ep_campaign_group_member_faction_character_recruitment_conversion_sima_jiong_human_legendary	HUMAN_IN_LEGENDARY_GAME
ep_campaign_group_member_faction_character_recruitment_conversion_sima_jiong_human_normal	HUMAN_IN_NORMAL_GAME
ep_campaign_group_member_faction_character_recruitment_conversion_sima_jiong_human_very_hard	HUMAN_IN_VERY_HARD_GAME
ep_campaign_group_member_garrison_effect_public_order_ai_only_easy	AI_IN_EASY_GAME
ep_campaign_group_member_garrison_effect_public_order_ai_only_hard	AI_IN_HARD_GAME
ep_campaign_group_member_garrison_effect_public_order_ai_only_legendary	AI_IN_LEGENDARY_GAME
ep_campaign_group_member_garrison_effect_public_order_ai_only_normal	AI_IN_NORMAL_GAME
ep_campaign_group_member_garrison_effect_public_order_ai_only_very_hard	AI_IN_VERY_HARD_GAME
ep_campaign_progression_levels_ai_easy	AI_IN_EASY_GAME
ep_campaign_progression_levels_ai_hard	AI_IN_NORMAL_GAME
ep_campaign_progression_levels_ai_legendary	AI_IN_HARD_GAME
ep_campaign_progression_levels_ai_normal	AI_IN_VERY_HARD_GAME
ep_campaign_progression_levels_ai_very_hard	AI_IN_LEGENDARY_GAME
