3k_main_effect_province_public_order_from_characters_minister	text	tooltip
effects_value_format_3k_dlc05_dummy_effect_bundle_reckless_luck_instantly_gain		FALSE
effects_description_3k_dlc06_effect_bandit_network_cost_reduction_jiaozhi_yunnan	[HIDDEN] %+n cost of establishing connections with the	FALSE
effects_value_format_3k_dlc06_dummy_effect_nanman_siege_actions_may_gain_fealty		FALSE
effects_value_format_3k_dlc06_dummy_effect_unit_unlock_followers_of_the_flame		FALSE
effects_value_format_3k_main_dummy_effect_military_inspectors_earth		FALSE
effects_description_ep_dummy_effect_character_action_cost_sima_wei	[[b]]%+n[[/b]] fury	FALSE
effects_description_3k_dlc05_dummy_effect_faction_resource_lu_bu_momentum_coercion	[[b]]%n points[[/b]]  - A diplomatic option that can swing negotiations in your favour.	FALSE
effects_description_3k_main_effect_craftsmen_mount_basic	"This craftsman can produce exceptional mounts, with a very small chance of producing a unique mount"	FALSE
effects_value_format_3k_dlc05_skill_targeted_strike		FALSE
effects_value_format_3k_main_effect_province_food_abs_fishing		FALSE
effects_description_3k_dlc04_effect_pooled_resource_political_influence_from_events	[[b]]%+n[[/b]] political influence	FALSE
effects_description_3k_main_frontend_description_specialisation_sun_jian_3	This resource automatically decreases each turn.	FALSE
effects_value_format_3k_main_effect_faction_mercenary_pool_cost_mod_sun_jian		FALSE
effects_description_3k_dlc04_effect_pooled_resource_political_influence_decrease_from_expenditure	[[b]]%+n[[/b]] political influence	FALSE
effects_description_3k_main_effect_province_food_mod_fishing_when_raiding_yt	[[b]]%+n%[[/b]] fishing food production from liberating forces	FALSE
effects_value_format_3k_dlc06_effect_unit_cap_water_nanman_slingers		FALSE
effects_value_format_3k_ytr_dummy_effect_learning_student		FALSE
effects_value_format_3k_main_effect_province_food_mod_farming		FALSE
effects_description_3k_main_effects_province_mercenary_access	Provides [[b]]Mercenary Captain[[/b]] recruitment charges	FALSE
effects_value_format_3k_dlc07_pooled_factor_resource_imperial_favour_credibility		FALSE
effects_description_ep_dummy_effect_faction_unique_sima_ai_reformation_effects	"High [[b]]reformation[[/b]] reduces corruption, and increases research rate, and trade influence."	FALSE
effects_value_format_ep_dummy_effect_progression_rank_can_take_capital		FALSE
effects_description_3k_main_effect_unit_stats_melee_damage_mod_wood_units	[[b]]%+n%[[/b]] melee damage for spear infantry	FALSE
effects_value_format_3k_dlc07_effect_province_supply_stockpile_income_disabled		FALSE
effects_value_format_3k_main_skill_wedge_formation		FALSE
effects_value_format_3k_main_effect_force_army_reload		FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_liang_wuwei		FALSE
effects_value_format_3k_main_effect_unit_rank_garrison		FALSE
effects_description_3k_main_effect_province_building_construction_time_agricultural_garrisons	[[b]]%+n[[/b]] construction time (agricultural garrisons)	FALSE
effects_description_3k_dlc05_effect_characters_rank	[[b]]%+n[[/b]] character rank	FALSE
effects_description_3k_dlc05_effect_bandit_building_owned_by_non_bandit_dummy	[[col:scope_description]]You cannot benefit from this building – convert it or destroy it to remove the negative effects.[[/col]]	FALSE
effects_value_format_3k_dlc07_frontend_description_specialisation_liu_yan_1		FALSE
effects_value_format_3k_main_effect_province_public_order_difficulty		FALSE
effects_description_3k_dlc06_effect_garrison_retinue_gate_pass_han_05	A large garrison is stationed here to guard the pass.	FALSE
effects_value_format_3k_dlc07_effect_scheme_provincial_reserves_mod		FALSE
effects_description_3k_main_skill_way_of_the_wind	Ability: Way of the Wind	FALSE
effects_description_3k_dlc06_dummy_effect_unit_unlock_might_of_the_valley	Unlock Unit: Might of the Valley	FALSE
effects_description_3k_main_effect_characters_satisfaction_vanguard_technologies	[[b]]%+n[[/b]] satisfaction for vanguards	FALSE
effects_value_format_3k_dlc06_effect_shi_xie_faction_leaders_splendour		FALSE
effects_value_format_3k_main_effect_character_stat_mod_battle_movement_speed_fire_units		FALSE
effects_value_format_ep_dummy_effect_building_government_inspectors		FALSE
effects_value_format_3k_dlc04_effect_faction_resource_liu_biao_domain_gain_buildings		FALSE
effects_description_3k_main_effect_undercover_character_defence_against_action_network_cost_bonus_hidden	[HIDDEN] [[b]]%+n[[/b]] undercover network cost for enemy spies	FALSE
effects_description_3k_main_effect_province_food_abs_eunuchs	[[b]]%+n[[/b]] food production	FALSE
effects_description_3k_main_effect_province_food_abs_fishing	[[b]]%+n[[/b]] food production (fishing)	FALSE
effects_description_3k_dlc05_effect_unit_cap_water_crossbowmen	Crossbowmen available for recruitment: %+n	FALSE
effects_value_format_3k_dummy_effect_building_government_administration_yuan_shu		FALSE
effects_value_format_3k_dlc05_ability_unlocks_duelling		FALSE
effects_value_format_3k_dlc07_pooled_factor_resource_imperial_favour_post_battle		FALSE
effects_value_format_3k_dummy_effect_ceo_subcategory_weapon_axe_one_handed		FALSE
effects_value_format_3k_dlc06_effect_unit_stats_ranged_damage_javelins		FALSE
effects_value_format_3k_main_effect_province_siege_tower_projectile_advanced_unwalled		FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_yang_kuaiji	[[i]]Ownership of {{tr:map_regions}} within Kuaiji will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_description_3k_main_frontend_description_specialisation_yuan_shao_4	"In the [[b]]captain armoury[[/b]], spend lineage to purchase unique bonuses for your faction and [[b]]captain retinues[[/b]]."	FALSE
effects_description_3k_main_effect_economy_trade_power_kong_rong_population	Trade influence\\n[[b]][[b]]%+n%[[/b]][[/b]]/[[col:scope_description]]45%[[/col]]	FALSE
effects_description_3k_dlc06_dummy_effect_unit_unlock_javelin_spearmen	Unlock Unit: Javelin Spearmen	FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_jing_runan	[[i]]Ownership of {{tr:map_regions}} within Runan will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_value_format_3k_dlc06_frontend_description_specialisation_shi_xie_3		FALSE
effects_value_format_3k_main_effect_attribute_mounted_fire_parthian		FALSE
effects_description_3k_dlc06_dummy_skill_crippling_blow	Ability: Crippling Blow	FALSE
effects_value_format_3k_main_effects_mercenary_recruitment_and_upkeep_cost		FALSE
effects_value_format_3k_dlc04_effect_unit_stats_morale_abs_fire_units		FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yi_chengdu		FALSE
effects_description_3k_dlc07_effect_province_building_construction_time_mod_instant_dummy	Completes construction in one turn (Next building after this effect is enabled)	FALSE
effects_value_format_3k_dlc05_frontend_description_specialisation_sun_ce_4		FALSE
effects_description_3k_main_dummy_effect_faction_rank_increase_zheng_jiang	"Increase your prestige by capturing and expanding settlements, or by constructing special buildings. Prestige is also gained from increasing your infamy."	FALSE
effects_value_format_3k_dlc05_effect_unit_cap_metal_fists_of_the_bandit_queen		FALSE
effects_value_format_ep_effect_faction_resource_sima_liang_demesne_gain		FALSE
effects_description_3k_main_effect_force_default_campaign_stance_zhang_yan_dummy	Battle initiation: [[b]]Chance of ambush when attacking[[/b]]	FALSE
effects_description_3k_dlc07_dummy_issue_non_allied_factions_control_southern_ports	Gulf of Tonkin Pirate Raids Launched	FALSE
effects_description_3k_main_effect_diplomacy_modify_vassal_income	[[b]]%+n%[[/b]] diplomatic income from tributaries	FALSE
effects_description_3k_dlc07_effect_scheme_diplomatic_relation_mod	%+n diplomatic relations	FALSE
effects_value_format_3k_dummy_effect_building_residential_bandit_lair		FALSE
effects_value_format_3k_main_effect_province_building_upkeep		FALSE
effects_description_3k_main_skill_ability_recharge	[[b]]%+n%[[/b]] ability recharge rate	FALSE
effects_value_format_3k_dlc06_effect_unit_stats_missile_defence_nanman		FALSE
effects_value_format_3k_ytr_ability_knowledge_of_the_mind		FALSE
effects_value_format_3k_main_effect_province_building_construction_time_mod_metal		FALSE
effects_description_3k_dlc04_frontend_description_specialisation_prince_liu_chong_1	"Whether from the bodies of fallen enemies, or awarded for gallant behaviour, these [[b]]trophies[[/b]] reward an [[b]]aggressive approach[[/b]] to this faction."	FALSE
effects_value_format_3k_dlc06_frontend_description_specialisation_nanman_king_mulu_3		FALSE
effects_description_3k_dummy_effect_court_position_scholar	Unlocks court position: Scholar	FALSE
effects_value_format_ep_effect_faction_resource_sima_lun_subterfuge_gain_spy_activity_1_unseen		FALSE
effects_value_format_3k_main_effect_craftsmen_armour_basic		FALSE
effects_value_format_3k_main_effect_economy_gdp_abs_industry		FALSE
effects_description_3k_main_effect_force_army_campaign_recruitment_cost_militia	[[b]]%+n%[[/b]] recruitment cost for militia units	FALSE
effects_value_format_ep_frontend_description_specialisation_prince_of_donghai_2		FALSE
effects_value_format_3k_main_effect_character_stat_mod_melee_defence		FALSE
effects_value_format_3k_main_effect_force_army_melee_damage		FALSE
effects_description_3k_dlc06_dummy_effect_bandit_network_jiaozhi_yongchang	[[i]]Ownership of {{tr:map_regions}} within Yongchang will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_description_ep_dummy_effect_faction_resource_null_diplomacy	No effect on diplomatic relations	FALSE
effects_description_3k_dummy_effect_assignment_unlock_agent_fire	Unlocks assignment: Organise Guerrilla	FALSE
effects_description_3k_dlc07_pooled_factor_resource_imperial_favour	%+n imperial favour	FALSE
effects_description_3k_main_effect_pooled_resource_intimidation_gain_rate_1_dong_zhuo	[[b]]%+n[[/b]] intimidation	FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yang_ye		FALSE
effects_description_3k_main_effect_province_building_conversion_time	[[b]]%+n[[/b]] building conversion time	FALSE
effects_description_3k_main_effect_province_population_attraction_overpopulation	[[b]]%+n[[/b]] population growth (overpopulation)	FALSE
effects_value_format_3k_main_effect_unit_stats_melee_damage_mod_fire_units		FALSE
effects_description_ep_effect_dummy_faction_resource_sima_lun_subterfuge	Your [[b]]subterfuge[[/b]] represents your capacity for underhanded action; it may be invested towards performing [[b]]devious diplomatic acts[[/b]].	FALSE
effects_value_format_3k_dlc07_effect_unit_stat_mod_missile_range		FALSE
effects_value_format_3k_main_effect_undercover_character_network_points_per_turn_mod_hidden		FALSE
effects_value_format_3k_dlc05_effect_force_campaign_post_battle_loot_income_lu_bu		FALSE
effects_value_format_3k_effect_dummy_emperor_joins_script_bonus		FALSE
effects_description_3k_main_effect_force_army_campaign_recruitment_cost_ranged	[[b]]%+n%[[/b]] recruitment cost for ranged units	FALSE
effects_description_3k_dlc04_effect_replenishment_base_imperial	[[b]]%+n%[[/b]] replenishment	FALSE
effects_value_format_3k_main_effect_attribute_immune_to_psychology		FALSE
effects_description_3k_dlc07_pooled_factor_resource_imperial_favour_public_order	%+n imperial favour	FALSE
effects_value_format_3k_main_skill_flames_of_the_phoenix		FALSE
effects_description_3k_ytr_dummy_effect_assignment_availability_healer	This assignment is available to healers	FALSE
effects_description_3k_dlc06_effect_shi_xie_faction_leaders_splendour	[[b]]%+n[[/b]] Splendour per turn.	FALSE
effects_description_ep_frontend_description_specialisation_prince_of_runan_3	"[[b]]Replenishment[[/b]] is how fast your units will recover from losses after battles. A higher rate of replenishment means fewer turns for units to recover casualties, and for characters to recover injuries.\\n\\n[[b]]Capture chance[[/b]] is the probability for your characters to capture enemy characters after a battle. Captured characters can potentially be recruited into your faction."	FALSE
effects_description_3k_dlc05_dummy_effect_bundle_reckless_luck	"[[b]]%n Turns[[/b]] of luck left. When the counter reaches 0, Sun Ce dies. Extend his life by completing his ambitions or use the Careful Advice court action"	FALSE
effects_value_format_3k_main_dummy_effect_faction_unique_yuan_shao_lineage_reward		FALSE
effects_value_format_ep_frontend_description_specialisation_prince_of_chengdu		FALSE
effects_value_format_3k_dlc06_effect_dummy_faction_resource_lady_zhurong_wild_fire		FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_sili_hedong	[HIDDEN] %+n cost of establishing connections with the White Riders of Hedong	FALSE
effects_value_format_3k_dlc06_effect_unit_cap_metal_nanman_warriors		FALSE
effects_description_3k_dlc07_skill_ability_geographic_mastery	Ability: Geographic Mastery	FALSE
effects_description_3k_main_effect_province_public_order_tax_rate	[[b]]%+n[[/b]] {{tr:public_order}}	FALSE
effects_value_format_3k_main_dummy_effect_faction_resources_liu_bei_use		FALSE
effects_value_format_3k_dlc06_effect_dummy_faction_resource_lady_zhurong_wild_fire_winter		FALSE
effects_value_format_3k_main_effect_all_cavalry_stat_mod_mass		FALSE
effects_value_format_ep_dummy_effect_faction_unique_sima_wei_fury_expense		FALSE
effects_description_3k_main_effect_undercover_character_defence_against_action_cover_cost_bonus_governor_hidden	[HIDDEN] [[b]]%+n[[/b]] cover cost for enemy spies who are administrators	FALSE
effects_description_3k_dlc07_effect_scheme_diplomatic_relation_dummy	%+n diplomatic relations	FALSE
effects_description_3k_dummy_effect_assignment_unlock_fire_conscription_campaign	Unlocks assignment: Conscription	FALSE
effects_description_3k_main_effect_background_income_rich	[[b]]%+n%[[/b]] income from family estates	FALSE
effects_description_3k_main_effect_dummy_technologies_wood_foraging	[[col:scope_description]]This will not lead to further reforms.[[/col]]	FALSE
effects_description_3k_main_dummy_effect_faction_unique_liu_bei_unity_reward	[[b]]Unity[[/b]] is this faction's unique resource.	FALSE
effects_description_3k_main_effect_ai_hint_faction_global_strength_ignored	HIDDEN	FALSE
effects_value_format_3k_main_effect_pooled_resource_infamy_increase_zheng_jiang		FALSE
effects_value_format_3k_main_effect_province_public_order_from_forces		FALSE
effects_description_3k_dlc04_deployables_smokescreen_disable	Disable Smokescreen	FALSE
effects_description_3k_main_dummy_effect_release_confiscation	Confiscated funds: [[b]]%+n[[/b]]	FALSE
effects_value_format_3k_main_effect_pooled_resource_cao_cao_crediblity_recovery		FALSE
effects_description_3k_dummy_effect_assignment_unlock_stockpiles_water_increased_provisions	Unlocks assignment: Increased Provisions	FALSE
effects_description_3k_main_effect_characters_satisfaction_technologies	[[b]]%+n[[/b]] satisfaction	FALSE
effects_description_3k_ytr_dummy_effect_unit_availability_healer	This unit is available to healers	FALSE
effects_value_format_3k_dlc04_effect_pooled_resource_fortitude_decay_rate_1_liu_chong		FALSE
effects_value_format_3k_main_effect_character_captives_capture_chance		FALSE
effects_value_format_3k_dlc06_frontend_description_specialisation_nanman_king_mulu_1		FALSE
effects_description_3k_main_frontend_description_specialisation_liu_bei_1	"[[b]]Prestige[[/b]] is required to achieve higher faction ranks, which unlock new features and bonuses to your faction."	FALSE
effects_value_format_3k_dlc04_ability_hidden_strike		FALSE
effects_description_3k_dlc05_deployables_deployable_all_enable	%+n uses of all pre-battle deployables	FALSE
effects_value_format_3k_main_frontend_description_specialisation_gongsun_zan_2		FALSE
effects_value_format_3k_main_effect_technology_research_points		FALSE
effects_description_3k_dlc07_frontend_description_specialisation_liu_zhang_3	"[[b]]Inheritance bonuses[[/b]] are used to significantly strengthen characters, armies, regions, and even the faction itself."	FALSE
effects_description_3k_dummy_effect_tax_level	[[b]]%+n%[[/b]] {{tr:tax_rate}}	FALSE
effects_value_format_3k_dlc06_effect_dummy_faction_resource_lady_zhurong_wild_fire_summer		FALSE
effects_value_format_3k_dlc07_effect_province_supply_stockpile_abs_increase_from_events		FALSE
effects_value_format_3k_dlc05_effect_progression_effect_underlings		FALSE
effects_value_format_3k_dlc06_dummy_effect_force_all_campaign_recruitment_cost_all		FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_bing_taiyuan	[[i]]Ownership of {{tr:map_regions}} within Taiyuan will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_description_3k_main_effect_technology_research_points	[[b]]%+n%[[/b]] research rate	FALSE
effects_value_format_ep_effect_faction_resource_reformation_events		FALSE
effects_description_3k_dummy_effect_ceo_subcategory_weapon_mace_two_handed	Weapon: Two-handed Maces	FALSE
effects_value_format_3k_dlc04_frontend_description_specialisation_zhang_liang_2		FALSE
effects_description_3k_dummy_effect_ceo_subcategory_weapon_staff_two_handed	Weapon: Staves	FALSE
effects_value_format_3k_main_faction_trait_ma_teng_2_protector_of_the_silk_road		FALSE
effects_value_format_3k_dlc06_effect_garrison_retinue_gate_pass_yt_01		FALSE
effects_description_3k_dlc07_skill_ability_impenetrable_redoubt	Ability: Impenetrable Redoubt	FALSE
effects_value_format_3k_main_effect_characters_satisfaction_bonus_infrastructure		FALSE
effects_description_3k_dlc05_ability_unlocks_duelling	This character is able to engage in duels	FALSE
effects_value_format_3k_main_effect_province_population_attraction_decrease_from_conscription		FALSE
effects_value_format_3k_dlc06_dummy_effect_unit_unlock_ravine_warriors		FALSE
effects_value_format_3k_dlc06_effect_dummy_technologies_unlock_elephant_mounts		FALSE
effects_value_format_3k_dlc05_dummy_effect_bandit_network_yi_bajun		FALSE
effects_value_format_3k_main_effect_characters_satisfaction_vanguard_technologies		FALSE
effects_value_format_3k_dlc07_skill_ability_rally_the_troops		FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_liang_anding		FALSE
effects_value_format_3k_main_skill_wisdom_of_the_river		FALSE
effects_value_format_3k_dlc04_effect_region_fervour_regional_assignments		FALSE
effects_description_3k_main_effect_progression_limit_governor	[[b]]%+n[[/b]] available administrator positions	FALSE
effects_value_format_3k_dlc06_effect_garrison_retinue_gate_pass_yt_05		FALSE
effects_value_format_3k_main_effect_construction_cost_government_to_artisan		FALSE
effects_value_format_3k_main_effect_character_stat_mod_melee_attack		FALSE
effects_value_format_3k_dlc04_effect_pooled_resource_displaced_population_decay_rate		FALSE
effects_description_dummy_unlocks_agent	[HIDDEN]	FALSE
effects_value_format_3k_dummy_effect_building_military_conscription		FALSE
effects_description_3k_main_effect_force_all_campaign_movement_range	[[b]]%+n%[[/b]] campaign movement range	FALSE
effects_description_3k_ytr_dummy_effect_ministerial_position_availability_veteran	This ministerial position is available to veterans	FALSE
effects_description_3k_main_dummy_effect_faction_unique_yuan_shao_unify_state	Higher amounts of lineage grant access to higher reward tiers in the [[b]]captain armoury[[/b]] and reduce upkeep and recruitment cost for [[b]]captain retinues[[/b]].	FALSE
effects_description_3k_ytr_faction_rank_dummy_yt_diplomacy	[[b]]%+n%[[/b]] increase to diplomatic relations with Yellow Turban factions	FALSE
effects_value_format_3k_dlc06_dummy_effect_mulu_pride_generation_info		FALSE
effects_value_format_3k_main_effect_economy_gdp_mod_silk		FALSE
effects_description_3k_dlc04_effect_dummy_faction_resource_liu_biao_domain_fewer	You currently control fewer counties than your governance allows.	FALSE
effects_value_format_3k_main_effect_economy_gdp_mod_commerce_and_commodities		FALSE
effects_value_format_3k_dlc06_dummy_effect_unit_unlock_javelin_spear_guards		FALSE
effects_description_ep_frontend_description_specialisation_prince_of_donghai_1	"Factions can [[b]]research[[/b]] reforms at varying speed. The higher the [[b]]research rate[[/b]], the higher the frequency at which new reforms can be chosen."	FALSE
effects_value_format_3k_main_effect_character_salary_mod_hidden		FALSE
effects_description_ep_frontend_description_specialisation_prince_of_donghai_4	This means that this resource will naturally [[b]]drift[[/b]] towards zero and will [[b]]decay[[/b]] over time.	FALSE
effects_value_format_3k_dlc05_effect_unit_cap_water_crossbowmen		FALSE
effects_description_3k_main_effect_unit_stats_unit_upkeep_qiang_units	[[b]]%+n%[[/b]] upkeep for Qiang units	FALSE
effects_description_3k_dlc06_frontend_description_specialisation_shamoke_4	Balancing the diplomactic scene between the Han and Nanman has granted Shamoke extensive knowledge of foreign relations. He has access to more political reforms before uniting the tribes and his faction researches political reforms faster.	FALSE
effects_description_3k_main_dummy_effect_emperor_alliance_cancel	Cancels alliances with other emperors	FALSE
effects_description_3k_dlc04_frontend_description_specialisation_lu_zhi_1	These [[b]]works[[/b]] can be displayed in the [[b]]great library[[/b]]. Each [[b]]work[[/b]] provides a bonus whilst it is on display.	FALSE
effects_value_format_3k_dlc06_effect_dummy_faction_resource_lady_zhurong_wild_fire_spring		FALSE
effects_description_3k_dlc04_deployables_wooden_stakes_enable	%+n Wooden Stakes (pre-battle deployable)	FALSE
effects_value_format_3k_dlc04_effect_force_siege_allow_siege_towers		FALSE
effects_value_format_3k_main_effect_characters_satisfaction_champion_technologies		FALSE
effects_value_format_3k_main_skill_tenacity_of_steel		FALSE
effects_value_format_3k_main_ancillary_reinforcement_range_mod		FALSE
effects_description_3k_main_dummy_effect_pooled_resource_legitimacy_assignment_recurring_cost	[[b]]%+n[[/b]] legitimacy per turn	FALSE
effects_value_format_3k_main_effect_force_all_campaign_stance_ap_cost_none_dummy		FALSE
effects_value_format_3k_main_effect_dummy_technologies_metal_workforce		FALSE
effects_value_format_3k_dlc06_effect_garrison_retinue_gate_pass_bandit_05		FALSE
effects_value_format_3k_dlc05_dummy_effect_mercenary_contract_termination_condition		FALSE
effects_description_3k_main_frontend_description_specialisation_liu_biao_3	The [[b]]court[[/b]] consists of characters in special government posts that have important effects on your faction.\\n\\nCharacters increase their [[b]]rank[[/b]] by accumulating [[b]]experience[[/b]] through military and civic activities.	FALSE
effects_description_3k_dlc06_effect_unit_cap_water_heavy_mounted_archers	Heavy Mounted Archer units available for recruitment: %+n	FALSE
effects_description_3k_dlc06_effect_shamoke_reformist_diplomacy_dummy	"Unlocks diplomatic options with Han Chinese: marriage, vassalage, confederation, abdication"	FALSE
effects_description_ep_effect_money_alignment_gain_hidden	[[b]]%+n[[/b]] Wealt alignment	FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_ji_anping		FALSE
effects_description_3k_dlc04_effect_force_siege_enable_siege_towers	Enable siege tower construction for this army	FALSE
effects_description_3k_main_effect_force_army_melee_damage_hidden	[[b]]%+n%[[/b]] melee damage	FALSE
effects_value_format_3k_dlc07_skill_ability_mock		FALSE
effects_value_format_3k_dlc06_dummy_effect_province_building_construction_cost_mod		FALSE
effects_description_3k_dlc05_effect_bandit_network_cost_reduction_you_youzhou	[HIDDEN] %+n cost of establishing connections with the Wanted Men of Jicheng	FALSE
effects_description_3k_dummy_effect_building_government_administration_zhang_yan	[[col:scope_description]]Unique building that determines faction specialisation[[/col]]	FALSE
effects_value_format_3k_dlc06_skill_southern_wrath		FALSE
effects_description_3k_main_dummy_effect_faction_unique_sun_jian_heroism	"Heroism is increased by losing less troops than the enemy, and when faction leaders win duels"	FALSE
effects_value_format_3k_dlc07_dummy_issue_own_character_unmarried		FALSE
effects_description_3k_dlc05_effect_dummy_faction_resource_sun_ce_reckless_luck_gain	"You can regain Reckless Luck points by completing Legacy Of Wu Ambitions. By completing certain Legacy of Wu ambitions sets, the amount of Reckless Luck lost per turn can permanently be decreased or stopped entirely."	FALSE
effects_description_3k_main_skill_sundering_strike	Ability: Sundering Strike	FALSE
effects_value_format_ep_effect_faction_resource_reformation_administrators		FALSE
effects_value_format_3k_dlc05_effects_unit_stats_unit_upkeep_camp_crushers_formation_breakers		FALSE
effects_value_format_3k_main_effect_unit_stats_morale_abs_infantry		FALSE
effects_description_3k_dummy_effect_building_military_security	[[col:scope_description]]Military supplies and garrisons[[/col]]	FALSE
effects_description_3k_main_frontend_description_specialisation_cao_cao_4	This resource automatically decays each turn.	FALSE
effects_description_3k_dlc06_dummy_effect_nanman_siege_actions_vassalise	This faction will be left alive and become a vassal; paying their master tribute and aiding them in war.	FALSE
effects_description_3k_main_effect_unit_stats_morale_own_forces_when_defending	[[b]]%+n[[/b]] morale when defending	FALSE
effects_description_3k_dlc06_effect_unit_cap_water_mercenary_archers	Mercenary Archer units available for recruitment: %+n	FALSE
effects_value_format_3k_main_frontend_description_specialisation_liu_bei_2		FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_xu_langye		FALSE
effects_value_format_3k_main_effect_progression_limit_army		FALSE
effects_value_format_3k_dlc06_effect_technology_nanman_political_category_cost_reduction		FALSE
effects_description_3k_main_effect_faction_gongsun_zan_inspector_cap	 	FALSE
effects_description_3k_dlc06_effect_unit_cap_water_mounted_archers	Mounted Archer units available for recruitment: %+n	FALSE
effects_description_3k_main_effect_force_all_campaign_stance_can_move_dummy	Campaign movement: [[b]]default range[[/b]]	FALSE
effects_description_3k_dlc05_ability_analyse_weakness	Ability: Analyse Weakness	FALSE
effects_value_format_3k_main_effect_characters_satisfaction_relationships_friend_in_hostile_faction		FALSE
effects_description_3k_dlc06_skill_crippling_blow	Ability: Crippling Blow	FALSE
effects_description_3k_dlc06_effect_dummy_technologies_diplomacy_unlock_region_trading	Unlocks the diplomatic option to trade regions with non-Nanman factions	FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_liang_wuwei	[[i]]Ownership of {{tr:map_regions}} within Wuwei will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_value_format_ep_frontend_description_specialisation_prince_of_qi_2		FALSE
effects_description_3k_dlc04_frontend_description_specialisation_zhang_bao_1	"The [[b]]{{tr:dlc04_term_fervour}}[[/b]] resource is shared between you and your [[b]]Yellow Turban[[/b]] brothers. Each of you feed into the resource, but the bonuses received are individual."	FALSE
effects_description_3k_main_faction_trait_kong_rong_1	[[b]]%+n[[/b]] population growth	FALSE
effects_value_format_3k_dlc04_effect_dummy_faction_resource_liu_chong_fortitude		FALSE
effects_value_format_3k_dlc04_ability_foresight		FALSE
effects_description_3k_dlc05_dummy_effect_bandit_network_you_youbeiping	[[i]]Ownership of {{tr:map_regions}} within Youbeiping will make it easier to expand your local bandit network.[[/i]]	FALSE
effects_description_3k_dlc05_effect_military_craftsmen_armours	"This military craftsmen can produce higher quality armour, but cannot produce unique items."	FALSE
effects_value_format_ep_effect_faction_resource_sima_jiong_control_gain		FALSE
effects_value_format_3k_dlc04_ability_lord_of_the_land		FALSE
effects_value_format_3k_dlc06_effect_characters_satisfaction_penalty_shi_xie		FALSE
effects_description_3k_dlc05_skill_poison_volley	Ability: Poison Volley	FALSE
effects_value_format_3k_dummy_effect_assignment_unlock_agent_water		FALSE
effects_value_format_3k_ytr_faction_trait_gong_du_3		FALSE
effects_value_format_3k_main_effect_construction_cost_artisan_to_market		FALSE
effects_value_format_3k_main_effect_craftsmen_weapon_elite		FALSE
effects_value_format_3k_main_effect_force_army_reload_artillery_units		FALSE
effects_description_3k_main_effect_economy_trade_volume_descriptive	Increase in trade goods production	FALSE
effects_description_3k_dlc07_dummy_effect_faction_resource_liu_yan_aspiration_spend	Aspiration is spent on post-inheritance rewards unlocked through pre-inheritance tasks.	FALSE
effects_value_format_3k_main_effect_province_building_additional_construction_limit		FALSE
effects_description_3k_main_dummy_effect_force_military_supplies_from_post_battle	%+n {{tr:military_supplies}}	FALSE
effects_value_format_3k_dlc05_frontend_description_specialisation_nanman_meng_huo_1		FALSE
effects_description_3k_dummy_effect_ceo_subcategory_weapon_axe_dual	Weapon: Twin Axes	FALSE
effects_value_format_3k_main_effect_force_military_supplies_from_sacking		FALSE
effects_description_3k_dlc06_dummy_effect_unit_unlock_javelin_spear_guards	Unlock Unit: Javelin Spear Guards	FALSE
effects_value_format_3k_main_effect_economy_character_wealth_faction_background_income_mod_hidden		FALSE
effects_description_ep_dummy_effect_assignment_unlock_sima_yue_faction_leader	Unlocks assignment: Maintain Influence	FALSE
effects_value_format_3k_dlc05_effect_bandit_network_cost_reduction_sili_hedong		FALSE
effects_description_3k_main_effect_province_building_slot_unlocks_dummy	Building slots: [[b]]%n[[/b]]	FALSE
effects_description_3k_dlc04_dummy_zeal_zhang_jue_info	"[[b]]ZHANG JUE[[/b]] - Earns zeal by taking casualties in battle, and grants replenishment bonuses."	FALSE
effects_description_3k_main_effect_unit_stats_morale_enemy_forces_when_self_defending	[[b]]%+n[[/b]] morale for attacking enemy forces	FALSE
effects_description_3k_main_frontend_description_specialisation_yuan_shao	"Prestigious lineage allows you to [[b]]forge alliances[[/b]] from the very beginning of the campaign. Most factions will not be able to form these diplomatic pacts this early, but all factions are able to join from the beginning."	FALSE
effects_value_format_3k_dlc06_dummy_effect_flaming_confinement_decrease_info		FALSE
effects_description_3k_main_dummy_effect_faction_unique_dong_zhuo_intimidation_state	High intimidation increases public order and provides a bonus to corruption reduction	FALSE
effects_value_format_3k_main_effect_dummy_technologies_earth_eunuchs		FALSE
