key	birth_year	max_age_for_birth_year	max_random_age	min_age_for_birth_year	min_random_age	has_valid_birth_year	min_spawn_year	min_spawn_year_round	max_spawn_year	max_spawn_year_round
3k_main_age_fixed_historical_sima_wang_hero_fire	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_sima_yi_hero_water	179	80	50	0	18	true	212	0	259	999
3k_main_age_fixed_historical_sima_zhao_hero_earth	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_song_jian_hero_metal	149	80	50	18	18	true	208	0	270	999
3k_main_age_fixed_historical_song_yang_hero_wood	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_su_fei_hero_fire	157	80	50	0	18	true	139	0	189	999
3k_main_age_fixed_historical_su_shang_hero_fire	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_su_shuo_hero_water	218	80	50	0	18	true	236	0	298	999
3k_main_age_fixed_historical_su_ze_hero_water	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_sui_gu_hero_metal	162	80	50	0	18	true	144	0	242	999
3k_main_age_fixed_historical_sui_yuanjin_hero_fire	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_sun_ce_hero_fire	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_sun_deng_hero_earth	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_sun_he_hero_fire	150	80	50	18	18	true	132	0	230	999
3k_main_age_fixed_historical_sun_huan_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_sun_jian_hero_metal	155	80	50	0	18	true	137	0	180	999
3k_main_age_fixed_historical_sun_jiao_hero_fire	170	80	50	18	18	true	152	0	250	999
3k_main_age_fixed_historical_sun_jun_hero_earth	219	80	50	0	18	true	237	0	299	999
3k_main_age_fixed_historical_sun_li_hero_fire	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_sun_lu_hero_earth	213	80	50	0	18	true	231	0	293	999
3k_main_age_fixed_historical_sun_luyu_hero_earth	205	80	50	0	18	true	223	0	285	999
3k_main_age_fixed_historical_sun_qian_hero_water	164	80	50	0	18	true	146	0	181	999
3k_main_age_fixed_historical_sun_quan_hero_earth	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_sun_shao_hero_metal	163	80	50	0	18	true	145	0	189	999
3k_main_age_fixed_historical_sun_xu_hero_water	207	80	50	0	18	true	225	0	287	999
3k_main_age_fixed_historical_sun_yi_hero_fire	184	80	50	0	18	true	202	0	264	999
3k_main_age_fixed_historical_sun_yu_hero_fire	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_sun_zi_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_taishi_ci_hero_metal	166	80	50	0	18	true	148	0	246	999
3k_main_age_fixed_historical_tao_qian_hero_water	132	80	50	0	18	true	114	0	180	999
3k_main_age_fixed_historical_tao_shang_hero_metal	153	80	50	0	18	true	135	0	234	999
3k_main_age_fixed_historical_tao_ying_hero_wood	165	80	50	0	18	true	147	0	181	999
3k_main_age_fixed_historical_teng_yin_hero_water	212	80	50	0	18	true	230	0	292	999
3k_main_age_fixed_historical_tian_chou_hero_water	169	80	50	0	18	true	151	0	249	999
3k_main_age_fixed_historical_tian_fen_hero_metal	165	80	50	18	18	true	147	0	245	999
3k_main_age_fixed_historical_tian_feng_hero_water	144	80	50	0	18	true	126	0	181	999
3k_main_age_fixed_historical_tian_jing_hero_water	165	80	50	18	18	true	147	0	245	999
3k_main_age_fixed_historical_tian_kai_hero_earth	152	80	50	0	18	true	134	0	189	999
3k_main_age_fixed_historical_tian_yu_hero_fire	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_tuoba_liwei_hero_wood	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_wang_bi_hero_fire	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_wang_biao_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_wang_can_hero_water	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_wang_dang_hero_water	163	80	50	0	18	true	145	0	198	999
3k_main_age_fixed_historical_wang_fu_hero_water	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_wang_hong_hero_earth	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_wang_ji_hero_fire	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_wang_jian_hero_water	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_wang_jing_hero_fire	218	80	50	0	18	true	236	0	298	999
3k_main_age_fixed_historical_wang_jun_hero_fire	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_wang_kuang_hero_metal	138	80	50	0	18	true	120	0	218	999
3k_main_age_fixed_historical_wang_lan_hero_water	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_wang_lang_hero_earth	161	80	50	0	18	true	143	0	189	999
3k_main_age_fixed_historical_wang_lei_hero_water	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_wang_lie_hero_water	141	80	50	18	18	true	123	0	221	999
3k_main_age_fixed_historical_wang_ling_hero_fire	215	80	50	0	18	true	233	0	295	999
3k_main_age_fixed_historical_wang_ping_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_wang_qi_hero_fire	151	80	50	18	18	true	133	0	231	999
3k_main_age_fixed_historical_wang_shi_hero_fire	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_wang_shuang_hero_fire	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_wang_su_hero_metal	189	80	50	0	18	true	171	0	234	999
3k_main_age_fixed_historical_wang_su_hero_water	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_wang_xi_hero_wood	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_wang_xiang_hero_water	185	80	50	0	18	true	203	0	265	999
3k_main_age_fixed_historical_wang_xiu_hero_earth	171	80	50	0	18	true	153	0	251	999
3k_main_age_fixed_historical_wang_yi_hero_fire	220	80	50	0	18	true	238	0	300	999
3k_main_age_fixed_historical_wang_yu_hero_metal	140	80	50	0	18	true	122	0	220	999
3k_main_age_fixed_historical_wang_yuanji_hero_earth	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_wang_yun_hero_earth	137	80	50	0	18	true	119	0	250	999
3k_main_age_fixed_historical_wang_zhi_hero_fire	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_wei_dan_hero_water	179	80	50	0	18	true	197	0	259	999
3k_main_age_fixed_historical_wei_feng_hero_water	164	80	50	18	18	true	146	0	244	999
3k_main_age_fixed_historical_wei_gu_hero_fire	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_wei_guan_hero_fire	220	80	50	0	18	true	238	0	300	999
3k_main_age_fixed_historical_wei_huang_hero_water	170	80	50	18	18	true	152	0	250	999
3k_main_age_fixed_historical_wei_ji_hero_fire	220	80	50	0	18	true	238	0	300	999
3k_main_age_fixed_historical_wei_jie_hero_wood	170	80	50	0	18	true	152	0	250	999
3k_main_age_fixed_historical_wei_kai_hero_fire	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_wei_kang_hero_fire	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_wei_shu_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_wei_wen_hero_fire	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_wei_yan_hero_fire	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_wei_you_hero_water	136	80	50	0	18	true	118	0	216	999
3k_main_age_fixed_historical_wei_zhao_hero_water	204	80	50	0	18	true	222	0	284	999
3k_main_age_fixed_historical_wen_chou_hero_wood	160	80	50	0	18	true	142	0	189	999
3k_main_age_fixed_historical_wen_hui_hero_water	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_wu_can_hero_fire	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_wu_fan_hero_water	179	80	50	0	18	true	197	0	259	999
3k_main_age_fixed_historical_wu_fu_hero_fire	152	80	50	18	18	true	134	0	232	999
3k_main_age_fixed_historical_wu_huan_hero_metal	168	80	50	18	18	true	142	0	224	999
3k_main_age_fixed_historical_wu_jing_hero_fire	147	80	50	18	18	true	129	0	190	999
3k_main_age_fixed_historical_wu_lan_hero_fire	184	80	50	0	18	true	202	0	264	999
3k_main_age_fixed_historical_wu_shuo_hero_water	165	80	50	18	18	true	147	0	245	999
3k_main_age_fixed_historical_wu_yi_hero_fire	195	80	50	0	18	true	213	0	275	999
3k_main_age_fixed_historical_wu_zhi_hero_water	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_xi_zhen_hero_fire	170	80	50	18	18	true	152	0	250	999
3k_main_age_fixed_historical_xia_she_hero_fire	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_xia_zhao_hero_metal	170	80	50	0	18	true	152	0	250	999
3k_main_age_fixed_historical_xiahou_ba_hero_fire	185	80	50	0	18	true	203	0	265	999
3k_main_age_fixed_historical_xiahou_dun_hero_wood	156	80	50	0	18	true	200	0	236	999
3k_main_age_fixed_historical_xiahou_hui_hero_earth	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_xiahou_jie_hero_fire	154	80	50	18	18	true	136	0	234	999
3k_main_age_fixed_historical_xiahou_rong_hero_water	166	80	50	18	18	true	148	0	246	999
3k_main_age_fixed_historical_xiahou_shang_hero_fire	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_xiahou_xuan_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_xiahou_yuan_hero_fire	162	80	50	0	18	true	200	0	242	999
3k_main_age_fixed_historical_xiahou_zuo_hero_water	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_xiang_chong_hero_fire	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_xiang_cun_hero_fire	161	80	50	18	18	true	143	0	211	999
3k_main_age_fixed_historical_xiang_lang_hero_water	212	80	50	0	18	true	230	0	292	999
3k_main_age_fixed_historical_xianyu_fu_hero_fire	170	80	50	0	18	true	152	0	250	999
3k_main_age_fixed_historical_xianyu_yin_hero_wood	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_xin_ping_hero_wood	165	80	50	0	18	true	147	0	181	999
3k_main_age_fixed_historical_xin_xianying_hero_water	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_xing_yong_hero_water	177	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_xu_chu_hero_wood	170	80	50	18	18	true	200	0	250	999
3k_main_age_fixed_historical_xu_gan_hero_water	170	80	50	18	18	true	152	0	250	999
3k_main_age_fixed_historical_xu_gong_hero_fire	165	80	50	18	18	true	142	0	193	999
3k_main_age_fixed_historical_xu_huang_hero_metal	169	80	50	0	18	true	151	0	249	999
3k_main_age_fixed_historical_xu_jing_hero_water	152	80	50	0	18	true	134	0	189	999
3k_main_age_fixed_historical_xu_miao_hero_water	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_xu_rong_hero_fire	149	80	50	0	18	true	131	0	192	999
3k_main_age_fixed_historical_xu_shao_hero_water	150	80	50	0	18	true	132	0	181	999
3k_main_age_fixed_historical_xu_shu_hero_water	170	80	50	18	18	true	210	0	250	999
3k_main_age_fixed_historical_xu_ta_hero_water	159	80	50	18	18	true	141	0	239	999
3k_main_age_fixed_historical_xu_xuan_hero_water	200	80	50	0	18	true	218	0	280	999
3k_main_age_fixed_historical_xu_yan_hero_fire	200	80	50	0	18	true	218	0	280	999
3k_main_age_fixed_historical_xu_yi_hero_fire	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_xu_you_hero_water	156	80	50	0	18	true	138	0	236	999
3k_main_age_fixed_historical_xu_zhao_hero_earth	165	80	50	18	18	true	142	0	194	999
3k_main_age_fixed_historical_xu_zhi_hero_fire	212	80	50	0	18	true	230	0	292	999
3k_main_age_fixed_historical_xuan_fan_hero_water	150	80	50	0	18	true	132	0	230	999
3k_main_age_fixed_historical_xue_lan_hero_fire	139	80	50	18	18	true	121	0	219	999
3k_main_age_fixed_historical_xue_li_hero_metal	141	80	50	0	18	true	123	0	195	999
3k_main_age_fixed_historical_xue_xu_hero_fire	207	80	50	0	18	true	225	0	287	999
3k_main_age_fixed_historical_xue_zong_hero_water	190	80	50	0	18	true	208	0	270	999
3k_main_age_fixed_historical_xun_wei_hero_water	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_xun_you_hero_earth	157	80	50	0	18	true	139	0	237	999
3k_main_age_fixed_historical_xun_yu_hero_water	163	80	50	0	18	true	145	0	189	999
3k_main_age_fixed_historical_xun_yue_hero_water	148	80	50	18	18	true	130	0	228	999
3k_main_age_fixed_historical_yan_baihu_hero_metal	166	80	50	0	18	true	166	0	195	999
3k_main_age_fixed_historical_yan_gang_hero_metal	140	80	50	0	18	true	122	0	189	999
3k_main_age_fixed_historical_yan_liang_hero_fire	159	80	50	0	18	true	141	0	189	999
3k_main_age_fixed_historical_yan_pu_hero_water	164	80	50	0	18	true	146	0	189	999
3k_main_age_fixed_historical_yan_rou_hero_fire	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_yan_wen_hero_fire	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_yan_xiang_hero_water	170	80	50	0	18	true	152	0	189	999
3k_main_age_fixed_historical_yan_xing_hero_metal	160	80	50	0	18	true	142	0	240	999
3k_main_age_fixed_historical_yan_yu_hero_water	142	80	50	18	18	true	124	0	220	999
3k_main_age_fixed_historical_yan_yu_hero_wood	172	80	50	0	18	true	172	0	195	999
3k_main_age_fixed_historical_yang_biao_hero_water	142	80	50	0	18	true	124	0	181	999
3k_main_age_fixed_historical_yang_bo_hero_metal	159	80	50	0	18	true	141	0	239	999
3k_main_age_fixed_historical_yang_chou_hero_water	159	80	50	0	18	true	141	0	239	999
3k_main_age_fixed_historical_yang_dao_hero_water	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_yang_feng_hero_wood	147	80	50	0	18	true	129	0	197	999
3k_main_age_fixed_historical_yang_hong_hero_metal	155	80	50	0	18	true	137	0	189	999
3k_main_age_fixed_historical_yang_huai_hero_fire	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_yang_huiyu_hero_earth	214	80	50	0	18	true	232	0	294	999
3k_main_age_fixed_historical_yang_qun_hero_fire	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_yang_ren_hero_fire	159	80	50	18	18	true	141	0	239	999
3k_main_age_fixed_historical_yang_song_hero_earth	162	80	50	0	18	true	144	0	189	999
3k_main_age_fixed_historical_yang_xi_hero_water	209	80	50	0	18	true	227	0	289	999
3k_main_age_fixed_historical_yang_xiu_hero_water	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_yang_yi_hero_fire	154	80	50	0	18	true	136	0	234	999
3k_main_age_fixed_historical_yang_zhong_hero_metal	140	80	50	0	18	true	122	0	220	999
3k_main_age_fixed_historical_yao_tai_hero_water	183	80	50	0	18	true	201	0	263	999
3k_main_age_fixed_historical_yao_zhou_hero_water	200	80	50	0	18	true	218	0	280	999
3k_main_age_fixed_historical_yin_li_hero_metal	160	80	50	0	18	true	142	0	195	999
3k_main_age_fixed_historical_yin_lu_hero_fire	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_ying_qu_hero_water	190	80	50	0	18	true	188	0	195	999
3k_main_age_fixed_historical_ying_shao_hero_fire	140	80	50	0	18	true	122	0	181	999
3k_main_age_fixed_historical_ying_yang_hero_water	183	80	50	0	18	true	181	0	188	999
3k_main_age_fixed_historical_ying_yu_hero_water	168	80	50	18	18	true	150	0	248	999
3k_main_age_fixed_historical_yong_kai_hero_fire	191	80	50	0	18	true	209	0	271	999
3k_main_age_fixed_historical_you_tu_hero_wood	188	80	50	0	18	true	206	0	268	999
3k_main_age_fixed_historical_yu_du_hero_fire	161	80	50	0	18	true	143	0	193	999
3k_main_age_fixed_historical_yu_fan_hero_water	164	80	50	0	18	true	146	0	199	999
3k_main_age_fixed_historical_yu_jin_hero_metal	158	80	50	18	18	true	140	0	181	999
3k_main_age_fixed_historical_yu_qin_hero_wood	217	80	50	0	18	true	235	0	297	999
3k_main_age_fixed_historical_yu_zhujian_hero_fire	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_yuan_huan_hero_earth	170	80	50	0	18	true	152	0	250	999
3k_main_age_fixed_historical_yuan_long_hero_water	166	80	50	18	18	true	148	0	246	999
3k_main_age_fixed_historical_yuan_shang_hero_earth	176	80	50	0	18	true	195	0	257	999
3k_main_age_fixed_historical_yuan_shao_hero_earth	154	80	50	0	18	true	124	0	181	999
3k_main_age_fixed_historical_yuan_shu_hero_earth	156	80	50	0	18	true	136	0	189	999
3k_main_age_fixed_historical_yuan_tan_hero_earth	172	80	50	0	18	true	154	0	196	999
3k_main_age_fixed_historical_yuan_xi_hero_earth	175	80	50	0	18	true	193	0	255	999
3k_main_age_fixed_historical_yuan_yao_hero_earth	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_yuan_yi_hero_water	136	80	50	18	18	true	118	0	216	999
3k_main_age_fixed_historical_yue_dun_hero_water	211	80	50	0	18	true	229	0	291	999
3k_main_age_fixed_historical_yue_jin_hero_metal	158	80	50	18	18	true	194	0	238	999
3k_main_age_fixed_historical_yue_jiu_hero_fire	141	80	50	18	18	true	123	0	221	999
3k_main_age_fixed_historical_yue_lin_hero_fire	203	80	50	0	18	true	221	0	283	999
3k_main_age_fixed_historical_zang_ba_hero_wood	172	80	50	0	18	true	154	0	252	999
3k_main_age_fixed_historical_zang_hong_hero_metal	171	80	50	0	18	true	153	0	190	999
3k_main_age_fixed_historical_zao_zhi_hero_wood	158	80	50	0	18	true	140	0	228	999
3k_main_age_fixed_historical_ze_rong_hero_fire	146	80	50	0	18	true	128	0	189	999
3k_main_age_fixed_historical_zhang_ba_hero_fire	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_zhang_bu_hero_fire	220	80	50	0	18	true	238	0	300	999
3k_main_age_fixed_historical_zhang_chao_hero_water	150	80	50	0	18	true	132	0	190	999
3k_main_age_fixed_historical_zhang_cheng_hero_water	146	80	50	0	18	true	128	0	226	999
3k_main_age_fixed_historical_zhang_chunhua_hero_water	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_zhang_fang_hero_wood	179	80	50	0	18	true	197	0	259	999
3k_main_age_fixed_historical_zhang_fei_hero_fire	167	80	50	0	18	true	149	0	247	999
3k_main_age_fixed_historical_zhang_fu_hero_wood	183	80	50	0	18	true	165	0	234	999
3k_main_age_fixed_historical_zhang_guang_hero_wood	185	80	50	0	18	true	167	0	234	999
3k_main_age_fixed_historical_zhang_he_hero_fire	166	80	50	0	18	true	148	0	246	999
3k_main_age_fixed_historical_zhang_hong_hero_water	153	80	50	18	18	true	200	0	233	999
3k_main_age_fixed_historical_zhang_hu_hero_metal	154	80	50	0	18	true	136	0	234	999
3k_main_age_fixed_historical_zhang_ji_hero_water	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_zhang_jian_hero_fire	126	80	50	18	18	true	108	0	206	999
3k_main_age_fixed_historical_zhang_jin_hero_fire	173	80	50	0	18	true	191	0	253	999
3k_main_age_fixed_historical_zhang_liao_hero_metal	169	80	50	0	18	true	151	0	249	999
3k_main_age_fixed_historical_zhang_lu_hero_wood	162	80	50	0	18	true	144	0	189	999
3k_main_age_fixed_historical_zhang_meng_hero_fire	167	80	50	0	18	true	191	0	258	999
3k_main_age_fixed_historical_zhang_mi_hero_fire	178	80	50	0	18	true	196	0	258	999
3k_main_age_fixed_historical_zhang_miao_hero_water	164	80	50	0	18	true	146	0	244	999
3k_main_age_fixed_historical_zhang_min_hero_water	147	80	50	0	18	true	129	0	227	999
3k_main_age_fixed_historical_zhang_mu_hero_fire	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_zhang_nan_hero_fire	194	80	50	0	18	true	212	0	274	999
3k_main_age_fixed_historical_zhang_quan_hero_water	165	80	50	18	18	true	147	0	245	999
3k_main_age_fixed_historical_zhang_ren_hero_fire	187	80	50	0	18	true	205	0	267	999
3k_main_age_fixed_historical_zhang_song_hero_water	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_zhang_wen_hero_water	139	80	50	18	18	true	121	0	199	999
3k_main_age_fixed_historical_zhang_xiu_hero_fire	175	80	50	0	18	true	206	0	189	999
3k_main_age_fixed_historical_zhang_ya_hero_metal	140	80	50	0	18	true	122	0	220	999
3k_main_age_fixed_historical_zhang_yan_hero_wood	152	80	50	0	18	true	134	0	189	999
3k_main_age_fixed_historical_zhang_yang_hero_earth	151	80	50	0	18	true	133	0	189	999
3k_main_age_fixed_historical_zhang_yi_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_zhang_yun_hero_water	162	80	50	0	18	true	144	0	242	999
3k_main_age_fixed_historical_zhang_zan_hero_water	150	80	50	18	18	true	132	0	230	999
3k_main_age_fixed_historical_zhang_ze_hero_fire	192	80	50	0	18	true	210	0	272	999
3k_main_age_fixed_historical_zhang_zhao_hero_water	156	80	50	18	18	true	200	0	189	999
3k_main_age_fixed_historical_zhang_zhen_hero_water	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_zhang_zhi_hero_water	158	80	50	18	18	true	140	0	238	999
3k_main_age_fixed_historical_zhang_zun_hero_fire	218	80	50	0	18	true	236	0	298	999
3k_main_age_fixed_historical_zhao_ang_hero_water	181	80	50	0	18	true	199	0	261	999
3k_main_age_fixed_historical_zhao_du_hero_wood	173	80	50	0	18	true	191	0	253	999
3k_main_age_fixed_historical_zhao_guang_hero_fire	210	80	50	0	18	true	228	0	290	999
3k_main_age_fixed_historical_zhao_lei_hero_fire	173	80	50	0	18	true	191	0	253	999
3k_main_age_fixed_historical_zhao_qi_hero_water	108	80	50	18	18	true	90	0	190	999
3k_main_age_fixed_historical_zhao_qian_hero_fire	152	80	50	0	18	true	134	0	232	999
3k_main_age_fixed_historical_zhao_rui_hero_fire	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_zhao_wei_hero_water	151	80	50	0	18	true	133	0	231	999
3k_main_age_fixed_historical_zhao_wen_hero_water	137	80	50	0	18	true	119	0	217	999
3k_main_age_fixed_historical_zhao_yan_hero_water	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_zhao_yi_hero_water	122	80	50	18	18	true	104	0	202	999
3k_main_age_fixed_historical_zhao_yun_hero_metal	168	80	50	0	18	true	150	0	248	999
3k_main_age_fixed_historical_zhen_xiang_hero_fire	192	80	50	0	18	true	210	0	272	999
3k_main_age_fixed_historical_zheng_bao_hero_metal	156	80	50	18	18	true	138	0	236	999
3k_main_age_fixed_historical_zheng_gan_hero_fire	171	80	50	18	18	true	153	0	251	999
3k_main_age_fixed_historical_zheng_mao_hero_water	189	80	50	0	18	true	207	0	269	999
3k_main_age_fixed_historical_zheng_mo_hero_water	213	80	50	0	18	true	231	0	293	999
3k_main_age_fixed_historical_zheng_sui_hero_water	139	80	50	18	18	true	121	0	219	999
3k_main_age_fixed_historical_zheng_tai_hero_water	167	80	50	0	18	true	149	0	247	999
3k_main_age_fixed_historical_zheng_xuan_hero_water	127	80	50	0	18	true	109	0	207	999
3k_main_age_fixed_historical_zheng_yan_hero_wood	155	80	50	0	18	true	137	0	235	999
3k_main_age_fixed_historical_zhong_ji_hero_fire	158	80	50	18	18	true	140	0	238	999
3k_main_age_fixed_historical_zhong_yao_hero_water	151	80	50	18	18	true	133	0	197	999
3k_main_age_fixed_historical_zhong_yong_hero_fire	216	80	50	0	18	true	234	0	296	999
3k_main_age_fixed_historical_zhongchang_tong_hero_water	180	80	50	0	18	true	198	0	260	999
3k_main_age_fixed_historical_zhou_he_hero_fire	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_zhou_huan_hero_water	143	80	50	0	18	true	125	0	189	999
3k_main_age_fixed_historical_zhou_shao_hero_fire	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_zhou_tai_hero_fire	163	80	50	18	18	true	145	0	243	999
3k_main_age_fixed_historical_zhou_xin_hero_fire	163	80	50	18	18	true	145	0	194	999
3k_main_age_fixed_historical_zhou_yin_hero_fire	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_zhou_yu_hero_water	175	80	50	0	18	true	202	0	255	999
3k_main_age_fixed_historical_zhou_zhi_hero_water	192	80	50	0	18	true	210	0	272	999
3k_main_age_fixed_historical_zhu_en_hero_water	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_zhu_fu_hero_water	165	80	50	18	18	true	142	0	194	999
3k_main_age_fixed_historical_zhu_gui_hero_water	144	80	50	0	18	true	126	0	224	999
3k_main_age_fixed_historical_zhu_han_hero_water	158	80	50	18	18	true	140	0	238	999
3k_main_age_fixed_historical_zhu_hao_hero_fire	154	80	50	18	18	true	136	0	234	999
3k_main_age_fixed_historical_zhu_huan_hero_fire	176	80	50	0	18	true	194	0	256	999
3k_main_age_fixed_historical_zhu_ju_hero_fire	194	80	50	0	18	true	212	0	274	999
3k_main_age_fixed_historical_zhu_jun_hero_fire	144	80	50	0	18	true	126	0	195	999
3k_main_age_fixed_historical_zhu_ling_hero_fire	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_zhu_ran_hero_fire	182	80	50	0	18	true	200	0	262	999
3k_main_age_fixed_historical_zhu_yi_hero_fire	208	80	50	0	18	true	226	0	288	999
3k_main_age_fixed_historical_zhu_zhen_hero_fire	206	80	50	0	18	true	224	0	286	999
3k_main_age_fixed_historical_zhu_zhi_hero_metal	156	80	50	18	18	true	138	0	181	999
3k_main_age_fixed_historical_zhuge_dan_hero_fire	198	80	50	0	18	true	216	0	278	999
3k_main_age_fixed_historical_zhuge_jin_hero_water	174	80	50	0	18	true	192	0	254	999
3k_main_age_fixed_historical_zhuge_ke_hero_earth	203	80	50	0	18	true	221	0	283	999
3k_main_age_fixed_historical_zhuge_liang_hero_water	181	80	50	0	18	true	212	0	261	999
3k_main_age_fixed_historical_zhuge_qiao_hero_fire	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_zhuge_rong_hero_fire	215	80	50	0	18	true	233	0	295	999
3k_main_age_fixed_historical_zhuge_xuan_hero_fire	139	80	50	18	18	true	121	0	219	999
3k_main_age_fixed_historical_zhuge_zhi_hero_fire	197	80	50	0	18	true	215	0	277	999
3k_main_age_fixed_historical_zong_yu_hero_fire	187	80	50	0	18	true	205	0	267	999
3k_main_age_fixed_historical_zou_dan_hero_fire	148	80	50	18	18	true	130	0	189	999
3k_main_age_fixed_historical_zou_lin_hero_wood	165	80	50	18	18	true	147	0	245	999
3k_main_age_fixed_historical_zuozi_hangba_hero_wood	182	80	50	0	18	true	200	0	262	999
3k_main_age_range_random	0	0	51	0	18	false	0	0	999999	999
3k_main_age_range_random_middle	0	0	45	0	30	false	0	0	999999	999
3k_main_age_range_random_old	0	0	80	0	45	false	0	0	999999	999
3k_main_age_range_random_young	0	0	30	0	18	false	0	0	999999	999
3k_main_template_ancestral_shi_ci	102	1000	50	0	18	true	84	0	152	999
3k_ytr_age_fixed_historical_gong_du_hero_wood	153	80	50	0	18	true	200	0	189	999
3k_ytr_age_fixed_historical_guan_hai_hero_wood	159	80	50	0	18	true	141	0	209	999
3k_ytr_age_fixed_historical_guo_da_hero_metal	162	80	50	0	18	true	144	0	212	999
