ceo_initial_data	stage	initial_data_stage
3k_main_ceo_initial_data_character_historical_pang_ji`	3	3k_main_ceo_initial_data_character_historical_pang_ji`_ancillaries
3k_main_ceo_initial_data_character_historical_pang_ji`	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_pang_le_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pang_le_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_pang_le_title
3k_main_ceo_initial_data_character_historical_pang_le_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pang_le_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pang_le_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_pang_le_title	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_pang_le_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pang_le_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_pang_le_title	3	3k_main_ceo_initial_data_character_generic_metal_ancillaries_01
3k_main_ceo_initial_data_character_historical_pang_le_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_pang_shanmin_ironic
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	3	3k_main_ceo_initial_data_character_generic_metal_ancillaries_01
3k_main_ceo_initial_data_character_historical_pang_shanmin_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_pang_tong	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pang_tong	11	3k_main_ceo_initial_data_stage_character_traits_historical_pang_tong
3k_main_ceo_initial_data_character_historical_pang_tong	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pang_tong	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pang_tong	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_pang_tong	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_pang_tong	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pang_tong	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_pang_tong	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_pang_tong	3	3k_main_ceo_initial_data_character_historical_pang_tong_ancillaries
3k_main_ceo_initial_data_character_historical_pang_tong	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_main_ceo_initial_data_character_historical_pang_xi	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pang_xi	11	3k_main_ceo_initial_data_stage_character_traits_historical_pang_xi
3k_main_ceo_initial_data_character_historical_pang_xi	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pang_xi	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pang_xi	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_pang_xi	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_pang_xi	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pang_xi	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_pang_xi	3	3k_main_ceo_initial_data_character_historical_pang_xi_ancillaries
3k_main_ceo_initial_data_character_historical_pang_xi	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_main_ceo_initial_data_character_historical_pang_yu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pang_yu	11	3k_main_ceo_initial_data_stage_character_traits_historical_pang_yu
3k_main_ceo_initial_data_character_historical_pang_yu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pang_yu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pang_yu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_pang_yu	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_pang_yu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pang_yu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_pang_yu	3	3k_main_ceo_initial_data_character_historical_pang_yu_ancillaries
3k_main_ceo_initial_data_character_historical_pang_yu	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_pei_qian_title_ironic
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	3	3k_main_ceo_initial_data_character_generic_earth_ancillaries_01
3k_main_ceo_initial_data_character_historical_pei_qian_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_pei_yuanshao	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_pei_yuanshao	11	3k_ytr_ceo_initial_data_stage_character_traits_historical_pei_yuanshao
3k_main_ceo_initial_data_character_historical_pei_yuanshao	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_pei_yuanshao	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_pei_yuanshao	16	3k_ytr_ceo_initial_data_stage_character_learning_student
3k_main_ceo_initial_data_character_historical_pei_yuanshao	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_pei_yuanshao	2	3k_ytr_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_pei_yuanshao	3	3k_ytr_ceo_initial_data_character_historical_pei_yuanshao_ancillaries
3k_main_ceo_initial_data_character_historical_pei_yuanshao	4	3k_ytr_ceo_initial_data_equipment_permissions_generic_wood
3k_main_ceo_initial_data_character_historical_peng_cai	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_peng_cai	11	3k_main_ceo_initial_data_stage_character_traits_historical_peng_cai
3k_main_ceo_initial_data_character_historical_peng_cai	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_peng_cai	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_peng_cai	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_peng_cai	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_peng_cai	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_peng_cai	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_peng_cai	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_peng_cai	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_peng_hu_ironic
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_peng_hu_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_peng_shi_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_peng_shi_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_peng_shi_title
3k_main_ceo_initial_data_character_historical_peng_shi_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_peng_shi_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_peng_shi_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_peng_shi_title	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_peng_shi_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_peng_shi_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_peng_shi_title	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_peng_shi_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_peng_yang	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_peng_yang	11	3k_main_ceo_initial_data_stage_character_traits_historical_peng_yang
3k_main_ceo_initial_data_character_historical_peng_yang	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_peng_yang	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_peng_yang	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_peng_yang	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_peng_yang	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_peng_yang	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_peng_yang	3	3k_main_ceo_initial_data_character_historical_peng_yang_ancillaries
3k_main_ceo_initial_data_character_historical_peng_yang	4	3k_main_ceo_initial_data_equipment_permissions_generic_water
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_puyang_lian_ironic
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	3	3k_main_ceo_initial_data_character_historical_puyang_lian_ironic_ancillaries
3k_main_ceo_initial_data_character_historical_puyang_lian_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_puyang_yi_ironic
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_puyang_yi_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_qian_bo_ironic
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_qian_bo_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_qian_bo_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qian_bo_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_qian_bo_title
3k_main_ceo_initial_data_character_historical_qian_bo_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qian_bo_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qian_bo_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qian_bo_title	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_qian_bo_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qian_bo_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qian_bo_title	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_qian_bo_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_qian_tong	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qian_tong	11	3k_main_ceo_initial_data_stage_character_traits_historical_qian_tong
3k_main_ceo_initial_data_character_historical_qian_tong	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qian_tong	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qian_tong	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qian_tong	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_qian_tong	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qian_tong	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qian_tong	3	3k_main_ceo_initial_data_character_generic_fire_ancillaries_01
3k_main_ceo_initial_data_character_historical_qian_tong	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_qian_zhao_ironic
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	3	3k_main_ceo_initial_data_character_historical_qian_zhao_ironic_ancillaries
3k_main_ceo_initial_data_character_historical_qian_zhao_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_qiang_duan	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qiang_duan	11	3k_main_ceo_initial_data_stage_character_traits_historical_qiang_duan
3k_main_ceo_initial_data_character_historical_qiang_duan	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qiang_duan	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qiang_duan	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qiang_duan	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_qiang_duan	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qiang_duan	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qiang_duan	3	3k_main_ceo_initial_data_character_historical_qiang_duan_ancillaries
3k_main_ceo_initial_data_character_historical_qiang_duan	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_qimu_kai	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qimu_kai	11	3k_main_ceo_initial_data_stage_character_traits_historical_qimu_kai
3k_main_ceo_initial_data_character_historical_qimu_kai	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qimu_kai	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qimu_kai	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qimu_kai	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_qimu_kai	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qimu_kai	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qimu_kai	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_qimu_kai	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_qin_lang	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qin_lang	11	3k_main_ceo_initial_data_stage_character_traits_historical_qin_lang
3k_main_ceo_initial_data_character_historical_qin_lang	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qin_lang	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qin_lang	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qin_lang	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_qin_lang	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qin_lang	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qin_lang	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_qin_lang	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_qin_mi_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qin_mi_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_qin_mi_title
3k_main_ceo_initial_data_character_historical_qin_mi_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qin_mi_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qin_mi_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qin_mi_title	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_qin_mi_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qin_mi_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qin_mi_title	3	3k_main_ceo_initial_data_character_generic_earth_ancillaries_01
3k_main_ceo_initial_data_character_historical_qin_mi_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_qin_song	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qin_song	11	3k_main_ceo_initial_data_stage_character_traits_historical_qin_song
3k_main_ceo_initial_data_character_historical_qin_song	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qin_song	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qin_song	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qin_song	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_qin_song	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qin_song	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qin_song	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_qin_song	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_qin_yilu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qin_yilu	11	3k_main_ceo_initial_data_stage_character_traits_historical_qin_yilu
3k_main_ceo_initial_data_character_historical_qin_yilu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qin_yilu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qin_yilu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qin_yilu	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_qin_yilu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qin_yilu	20	3k_main_ceo_initial_data_stage_character_potential_legendary
3k_main_ceo_initial_data_character_historical_qin_yilu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qin_yilu	3	3k_main_ceo_initial_data_character_historical_qin_yilu_ancillaries
3k_main_ceo_initial_data_character_historical_qin_yilu	4	3k_main_ceo_initial_data_equipment_permissions_generic_fire
3k_main_ceo_initial_data_character_historical_qiulijiu	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qiulijiu	11	3k_main_ceo_initial_data_stage_character_traits_historical_qiulijiu
3k_main_ceo_initial_data_character_historical_qiulijiu	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_qiulijiu	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qiulijiu	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qiulijiu	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_qiulijiu	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_qiulijiu	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_qiulijiu	3	3k_main_ceo_initial_data_character_historical_qiulijiu_ancillaries
3k_main_ceo_initial_data_character_historical_qiulijiu	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_qu_chuntao	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_qu_chuntao	11	3k_main_ceo_initial_data_stage_character_traits_historical_qu_chuntao
3k_main_ceo_initial_data_character_historical_qu_chuntao	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_main_ceo_initial_data_character_historical_qu_chuntao	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_qu_chuntao	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_qu_chuntao	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_qu_chuntao	2	3k_main_initial_data_character_ancillaries_global
